UF,2000,2010
11,97,99
12,88,92
13,75,88
14,98,95
15,87,93
16,91,96
17,96,97
21,83,96
22,79,96
23,81,95
24,86,97
25,79,94
26,83,95
27,79,94
28,86,96
29,84,95
31,97,99
32,99,100
33,97,99
35,99,100
41,99,100
42,98,100
43,96,100
50,98,99
51,97,98
52,97,99
53,96,100
