CIR,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
31029,18.13,16.44,15.12,13.71,12.39,11.94,16.36,12.13,13.75,13.11,15.68,10.88,5.82,6.76,5.91,6.23
31030,6.11,3.81,9.93,17.01,26.87,17.36,14.05,14.06,9.17,17.58,12.26,11.81,12.66,4.15,14.45,8.80
31031,10.24,13.94,7.23,17.61,8.39,12.00,9.23,11.58,5.11,9.19,9.95,13.03,5.61,9.41,7.60,9.01
31032,12.60,14.78,14.88,11.07,13.12,9.38,9.66,7.28,11.99,9.98,7.60,7.13,8.66,7.46,4.06,8.52
31033,8.30,10.68,14.07,10.45,10.40,8.84,9.11,4.97,8.27,7.22,5.95,7.35,6.95,11.37,8.15,8.63
31034,8.00,5.39,8.98,7.76,6.74,8.76,6.32,6.86,9.28,11.42,11.48,8.60,10.72,8.98,15.09,13.10
31035,20.98,12.85,15.18,12.66,10.79,12.13,9.93,4.67,6.05,8.98,11.94,8.79,12.23,8.24,12.02,9.46
31036,11.47,5.88,6.67,6.69,6.04,7.51,13.05,13.81,12.71,5.12,6.71,11.78,7.39,11.73,11.06,14.91
31037,17.94,18.82,14.23,14.67,15.24,13.67,12.54,13.20,14.69,11.85,13.07,9.64,10.72,9.53,11.26,8.75
31038,20.21,10.14,13.25,10.04,13.12,8.94,9.85,11.01,14.10,14.90,6.85,12.52,13.91,9.66,10.92,8.81
31039,13.34,12.69,15.31,12.86,16.37,10.48,12.21,13.09,7.55,8.00,6.52,10.03,11.87,9.67,8.24,6.90
31040,12.80,6.27,11.98,13.86,11.05,11.86,4.97,10.88,21.11,12.62,16.15,14.74,12.66,10.79,8.03,14.41
31041,18.13,16.63,16.14,15.99,13.40,12.59,15.55,11.80,14.61,12.04,10.20,12.41,10.60,10.03,8.93,8.33
31042,23.41,15.21,12.63,10.24,13.23,11.31,16.65,13.24,10.89,11.88,10.53,9.36,12.48,13.05,5.81,9.17
31043,6.28,11.83,7.39,10.29,11.62,12.40,17.07,16.02,13.12,14.36,17.13,18.02,6.49,12.35,12.23,8.40
31044,15.77,15.18,12.65,10.63,10.67,10.39,11.19,9.75,8.77,7.72,8.39,8.82,9.88,10.12,7.44,8.28
31045,15.80,13.42,9.20,15.21,12.36,14.55,13.83,12.96,16.69,13.15,11.42,10.04,10.72,9.13,6.10,7.66
31046,11.05,8.93,9.65,12.78,19.66,19.86,18.81,17.00,22.60,12.82,6.49,8.15,8.48,7.03,8.86,8.15
31047,18.45,20.51,15.15,13.49,11.34,16.65,14.01,11.59,10.77,7.34,10.00,9.20,6.63,4.02,8.31,4.17
31048,4.13,6.92,30.24,22.17,17.16,20.59,15.56,12.23,11.88,14.37,11.69,9.48,10.53,7.97,12.20,17.71
31049,16.21,16.12,11.13,17.47,13.38,12.54,10.07,10.46,11.31,10.57,9.86,12.01,12.62,10.06,6.89,8.11
31050,18.74,15.51,11.72,8.58,10.33,9.75,10.77,6.17,12.17,5.79,6.73,11.90,6.65,7.28,9.57,8.92
31051,16.02,11.42,14.58,12.15,9.68,10.86,9.18,8.33,8.80,7.35,10.61,11.47,9.09,9.83,7.14,8.53
31052,13.36,14.00,14.48,12.61,13.12,10.94,11.05,12.95,11.25,8.93,10.89,6.60,9.64,6.49,7.35,9.65
31053,16.64,8.15,20.81,17.44,19.72,22.33,24.76,17.58,16.93,19.15,14.66,11.83,23.67,18.08,8.76,9.31
31054,13.30,9.13,9.22,11.55,19.61,13.39,10.08,9.66,15.14,13.28,17.32,12.60,12.15,13.51,7.78,6.67
31055,12.26,9.08,11.00,8.30,6.81,5.67,9.14,6.75,6.39,11.62,5.91,5.65,6.24,7.65,6.31,6.84
31056,15.17,9.86,14.72,12.60,10.22,12.22,12.64,11.90,11.57,9.47,8.42,7.29,12.78,8.11,8.46,5.27
31057,13.40,16.19,17.67,12.83,11.49,6.39,7.12,8.22,12.30,11.57,9.21,8.96,8.61,6.29,9.76,7.98
31058,13.62,7.34,15.61,13.17,6.10,10.08,13.39,7.86,5.18,7.40,8.17,8.98,11.31,15.58,8.04,13.70
31059,7.29,5.92,9.45,12.79,12.42,10.14,9.72,11.49,9.04,9.17,10.23,12.52,8.65,9.18,8.98,8.46
31060,13.32,14.44,10.93,11.64,15.43,14.57,15.83,14.79,18.45,13.01,7.57,10.98,13.94,10.72,7.89,5.17
31061,16.01,13.93,14.04,9.32,11.39,10.78,11.13,12.38,10.83,9.17,7.69,10.96,5.57,5.67,8.01,8.51
31062,13.84,14.61,17.07,17.60,10.19,17.14,17.54,10.85,12.54,21.04,16.86,5.39,16.39,7.45,21.17,5.78
31063,19.40,13.81,14.76,19.17,16.02,15.85,14.18,16.75,13.77,12.79,9.24,8.71,9.15,10.24,8.88,9.71
31064,16.70,17.40,13.11,20.04,17.67,18.85,21.02,14.98,15.17,13.44,11.86,11.74,12.39,14.45,11.25,12.70
31065,13.62,13.95,11.83,9.95,12.99,14.43,14.98,8.85,12.31,9.90,5.70,8.41,7.48,6.63,7.79,7.75
31066,10.17,13.16,11.80,9.90,14.79,7.85,16.76,11.42,13.23,3.24,11.11,8.05,9.70,7.20,9.67,8.27
31067,15.17,15.21,11.99,11.91,12.42,13.25,12.10,10.06,13.03,9.32,9.36,11.24,12.98,8.88,6.86,8.79
31068,6.16,8.46,14.33,14.95,19.38,17.09,16.81,16.44,15.18,14.33,13.43,13.65,15.50,14.11,10.11,8.53
31069,12.06,17.11,18.81,14.75,19.10,14.06,13.53,10.46,15.38,5.64,14.23,14.30,8.27,10.04,9.65,10.11
31070,17.34,13.16,19.09,14.61,15.67,14.40,16.01,12.03,8.46,11.21,12.09,8.95,5.01,8.13,10.30,11.26
31071,23.61,22.49,14.01,17.76,13.97,12.14,12.54,11.37,13.26,10.86,10.58,7.69,9.57,8.85,9.14,8.84
31072,12.39,12.59,11.04,11.55,10.99,12.82,10.97,9.81,6.86,8.54,6.37,9.82,8.41,9.23,7.20,9.16
31073,10.84,8.65,8.83,8.13,8.05,8.15,11.10,9.77,7.39,9.96,8.22,8.62,8.36,6.73,7.05,6.92
31074,10.41,6.98,7.34,9.06,9.67,9.85,8.97,7.88,10.66,8.55,7.14,7.55,11.40,9.71,8.03,8.22
31075,11.64,16.71,17.32,11.21,9.98,10.61,8.66,9.93,8.68,5.67,4.15,5.84,6.66,7.12,5.20,8.70
31076,10.08,12.58,12.11,9.62,8.31,11.76,8.09,9.98,8.80,9.05,7.97,6.18,7.65,7.53,6.86,4.78
31077,13.78,16.69,15.09,13.83,10.75,8.80,11.30,9.50,7.75,8.92,19.37,11.30,4.41,2.59,7.81,6.49
32001,13.16,9.12,10.71,10.89,8.97,8.75,10.16,8.25,11.07,8.90,8.50,8.99,6.74,5.82,9.27,9.46
32002,11.35,10.30,10.88,9.43,9.00,9.89,9.60,8.63,9.09,8.09,7.81,7.53,7.63,7.71,7.43,7.14
32003,12.17,13.37,12.15,12.13,11.03,11.75,13.03,10.65,10.15,8.24,10.58,10.11,9.67,8.40,10.35,9.08
32004,15.41,15.42,14.60,14.68,12.83,12.91,11.28,12.26,12.33,8.14,9.19,9.92,8.29,7.96,9.02,7.84
33001,12.40,10.29,8.82,8.22,4.33,7.89,7.92,7.65,6.29,6.57,5.92,9.65,7.94,6.95,8.29,8.87
33002,15.88,11.98,11.09,11.09,9.92,9.92,10.92,8.60,9.57,9.20,9.31,7.86,8.28,7.06,10.10,7.83
33003,16.54,19.70,14.93,18.77,13.36,11.78,12.58,12.53,10.69,9.07,11.31,8.75,9.07,7.37,8.64,9.61
33004,18.10,14.26,15.20,14.59,12.63,11.08,10.48,10.33,10.57,9.17,8.85,10.61,9.07,7.94,8.58,6.38
33005,12.49,11.79,11.85,11.49,11.55,10.70,10.21,9.64,9.43,9.31,9.00,8.81,9.15,8.55,8.46,8.43
33006,11.59,11.10,12.64,12.26,11.53,11.34,10.30,9.94,9.07,10.36,9.68,8.14,7.81,7.98,8.06,7.26
33007,15.30,14.52,11.99,16.21,11.27,11.43,11.75,12.73,11.32,9.41,7.05,9.45,8.69,7.52,5.98,9.30
33008,17.96,17.56,16.36,12.82,12.52,13.37,10.52,11.24,10.03,9.24,10.70,9.82,10.34,10.43,10.10,10.64
33009,15.82,14.41,13.30,12.61,13.10,12.43,10.74,10.81,10.36,11.14,11.37,12.05,9.92,10.50,11.39,8.86
35011,14.89,13.37,12.18,12.29,12.11,9.45,9.91,8.91,9.38,8.39,8.47,7.66,8.18,8.43,8.68,7.66
35012,13.48,13.86,13.14,13.61,12.14,11.30,9.91,7.61,10.34,9.12,8.05,7.59,7.27,7.54,8.48,8.53
35013,10.70,9.81,8.55,7.84,8.70,9.26,9.73,8.14,7.70,8.54,7.70,7.26,8.59,8.11,8.39,7.25
35014,11.36,11.05,9.06,9.01,8.53,9.32,8.77,9.19,8.36,8.03,6.84,6.50,8.10,7.53,7.07,7.40
35015,10.76,11.64,10.44,10.39,9.36,8.22,8.57,8.70,8.63,9.10,9.26,7.98,7.54,8.15,7.15,7.12
35016,10.49,10.26,10.23,9.81,9.39,8.50,8.28,8.18,8.07,8.13,7.74,7.58,7.65,7.55,7.40,7.51
35021,12.53,4.80,10.57,9.94,10.03,13.24,12.48,13.38,11.49,9.43,7.83,10.88,7.61,6.48,6.27,7.06
35022,10.97,15.48,12.49,10.41,12.13,12.65,9.89,10.75,13.12,9.57,4.67,5.22,10.89,7.60,7.71,6.10
35023,8.80,11.38,7.46,9.25,12.09,19.14,11.88,10.74,9.24,8.31,10.37,7.35,6.96,10.76,8.82,8.94
35031,11.35,8.53,10.32,7.43,9.27,4.45,8.52,9.35,12.65,9.26,8.69,7.89,7.22,9.92,8.12,9.59
35032,10.16,11.80,11.99,8.70,7.17,13.74,11.30,12.30,6.32,10.88,8.58,10.97,8.59,4.18,7.02,8.72
35033,12.21,7.34,6.75,10.28,10.84,11.31,12.55,8.25,12.53,8.40,10.94,10.38,8.29,11.03,11.34,13.57
35034,6.34,6.15,3.50,6.21,7.60,6.81,7.31,7.02,7.31,6.60,5.39,8.53,5.82,7.42,9.11,6.57
35041,15.65,15.27,15.84,14.56,12.85,12.99,12.46,11.70,10.81,12.80,10.26,10.89,10.75,10.29,10.01,10.40
35051,14.97,13.77,10.18,9.12,10.50,6.82,10.57,9.57,7.02,8.74,5.65,5.37,7.86,8.79,7.49,4.88
35052,7.31,7.65,11.75,9.24,7.97,6.21,6.11,3.41,6.40,4.63,4.89,9.13,7.34,9.83,10.21,9.13
35061,10.17,13.94,9.91,9.31,11.40,9.69,15.55,9.44,7.67,8.49,8.32,6.59,6.07,9.63,10.53,7.16
35062,12.05,8.50,9.48,6.79,8.22,10.51,8.86,8.53,10.31,9.41,9.02,7.51,9.05,9.98,6.99,7.90
35063,9.72,7.82,7.49,7.02,9.25,7.39,8.35,7.65,6.84,7.14,7.19,6.26,7.59,7.39,5.25,8.72
35064,15.23,10.01,10.37,11.01,11.14,10.13,11.86,13.65,9.44,10.58,9.85,9.09,11.39,6.51,7.68,9.68
35065,18.51,10.55,17.09,16.99,10.44,9.51,12.94,9.11,11.08,8.47,9.60,10.72,5.69,9.93,5.91,6.92
35071,13.86,13.78,13.87,13.57,11.33,11.57,9.39,9.62,11.18,11.09,11.77,7.91,7.80,6.07,10.19,9.70
35072,9.18,8.63,8.76,8.96,8.70,7.39,6.90,7.65,6.77,7.36,7.03,6.86,6.68,6.45,6.34,6.05
35073,11.02,11.29,9.18,8.69,7.77,8.15,6.33,6.88,8.04,8.28,7.83,7.57,6.46,6.70,9.65,6.50
35074,10.61,13.65,9.27,13.72,14.81,6.35,6.67,11.45,10.37,8.90,6.21,5.96,5.97,5.21,5.17,4.92
35081,12.48,10.83,12.06,12.11,12.74,8.15,9.06,8.80,7.26,12.35,8.41,10.36,5.53,7.85,8.77,6.79
35082,16.30,10.14,8.75,9.33,8.78,7.78,9.60,6.51,9.08,9.21,10.17,13.30,8.97,9.63,10.64,6.11
35083,16.83,10.41,16.39,10.04,11.32,13.87,6.49,8.45,6.35,11.65,5.84,8.56,2.19,8.93,6.35,13.37
35091,12.73,15.76,14.49,9.54,6.10,12.22,11.57,15.97,12.56,6.22,8.07,8.34,6.13,3.74,5.22,10.65
35092,9.63,8.69,8.08,9.54,8.57,11.73,7.80,7.40,9.50,9.42,6.39,4.50,8.07,9.62,6.05,6.03
35093,14.07,10.85,10.48,11.78,10.90,6.70,9.20,9.65,10.20,6.66,7.15,8.23,10.39,9.82,11.23,7.80
35094,11.06,11.13,10.31,12.98,8.93,6.45,9.20,9.03,7.76,4.21,6.91,7.10,7.46,5.93,7.15,6.12
35095,15.01,17.99,14.66,14.78,11.98,10.23,11.80,7.37,12.22,19.41,8.59,12.16,6.49,7.07,7.28,10.05
35101,10.44,12.47,8.99,10.42,10.41,8.51,10.01,10.95,9.93,10.07,6.88,7.63,7.59,4.69,9.45,6.68
35102,8.19,6.76,8.05,7.36,4.91,6.11,5.71,6.30,5.11,6.25,9.30,11.00,8.51,4.89,6.31,7.00
35103,11.12,11.35,9.82,10.28,11.40,8.25,7.87,8.40,7.12,7.57,6.73,9.38,8.15,7.14,8.14,9.59
35104,9.57,8.04,11.50,8.49,7.88,6.33,9.29,5.43,8.34,8.64,12.41,11.77,7.67,5.93,8.85,5.16
35111,14.66,19.69,13.43,11.72,12.50,8.03,14.76,4.34,3.55,11.28,9.29,9.95,7.44,9.07,10.27,6.94
35112,11.84,9.75,10.29,10.91,10.01,9.92,6.82,7.80,9.29,7.64,7.08,6.31,8.32,7.61,8.69,5.99
35113,14.77,15.71,18.82,21.41,13.05,15.25,14.12,10.16,8.03,16.41,14.27,9.26,5.27,9.43,9.13,10.15
35114,14.69,10.44,14.48,8.29,12.63,11.74,8.16,5.05,9.18,7.56,12.69,3.57,8.55,7.49,11.89,12.80
35115,13.45,17.53,15.77,7.76,15.46,13.92,8.57,4.67,8.28,9.84,9.31,5.59,17.80,5.54,6.38,9.43
35121,14.46,14.31,10.40,9.88,11.26,7.41,7.97,12.14,8.04,9.06,7.73,7.48,8.44,13.37,13.12,7.62
35131,9.75,9.95,8.99,7.18,10.62,6.51,10.72,9.84,7.13,8.16,10.58,7.38,9.31,9.75,7.97,7.56
35132,8.47,8.68,7.65,6.85,6.56,8.60,7.45,6.43,7.58,6.06,6.12,7.88,6.59,7.11,7.30,6.95
35133,11.43,5.97,8.95,7.62,6.83,13.21,7.58,8.64,4.78,11.08,8.71,8.55,12.73,6.17,9.66,5.76
35141,8.44,9.73,11.43,9.42,9.93,10.11,10.15,10.02,5.53,7.20,7.47,6.97,6.25,7.24,6.68,5.25
35142,16.68,14.63,13.91,12.93,13.78,9.79,8.92,13.29,9.57,10.88,8.51,8.43,6.95,8.53,9.09,9.72
35143,15.56,11.29,12.32,11.26,7.54,15.14,9.99,10.87,8.75,9.15,7.56,7.42,8.43,6.09,8.66,5.54
35151,7.45,11.23,10.69,9.92,11.24,8.35,5.46,9.84,8.65,8.24,6.77,7.09,7.01,8.74,9.76,7.57
35152,3.73,19.53,6.52,6.17,8.18,4.33,4.57,5.01,10.89,6.19,8.66,7.86,6.02,4.23,13.86,10.07
35153,9.68,10.70,8.45,8.41,5.12,10.26,6.22,9.90,5.16,7.67,9.26,7.46,10.47,9.89,3.42,9.95
35154,13.28,10.01,8.90,9.55,10.54,8.08,8.79,9.51,10.27,6.78,6.72,6.65,10.36,7.16,6.74,4.33
35155,9.04,8.92,10.11,8.29,9.97,6.92,8.78,7.87,7.38,7.00,5.46,5.81,6.27,5.97,5.27,6.54
35156,14.95,4.70,6.03,8.04,8.02,8.62,7.58,5.55,4.43,8.21,7.57,7.85,5.76,3.52,4.09,8.33
35157,8.74,11.86,7.72,9.23,12.00,7.05,11.28,6.35,15.63,9.87,7.30,7.42,5.46,4.08,4.47,4.35
35161,13.24,16.44,10.45,13.71,9.59,11.19,11.54,9.35,10.41,8.34,8.19,9.49,8.81,9.84,6.23,8.63
35162,18.43,18.49,17.79,18.28,14.28,17.08,11.65,13.10,10.65,13.73,11.85,13.39,10.29,12.98,10.79,12.71
35163,11.45,12.11,10.26,10.56,8.85,9.73,10.10,10.01,10.18,9.42,10.15,9.17,8.33,8.72,9.52,8.24
35171,10.84,11.39,9.63,9.13,8.77,9.72,8.97,9.21,8.17,8.18,6.96,8.13,8.47,5.74,8.01,8.02
35172,16.94,13.90,14.78,14.21,14.68,12.41,12.62,9.93,8.90,12.44,8.58,10.23,9.79,13.54,9.65,6.85
35173,12.95,14.61,13.92,10.10,12.23,11.10,10.80,10.92,8.89,9.95,11.02,6.04,8.44,7.54,6.80,6.30
35174,10.61,13.33,12.21,13.37,12.15,13.20,13.29,11.77,11.66,10.70,11.53,8.71,10.17,9.91,7.99,6.59
41001,18.34,16.76,17.65,14.12,13.36,10.20,14.25,9.37,8.77,10.36,8.08,10.51,6.14,5.00,7.71,6.29
41002,11.99,11.09,10.90,10.05,9.04,8.93,8.18,7.42,8.59,7.64,8.42,7.41,7.98,7.00,7.02,6.79
41003,15.17,15.00,12.73,11.82,12.23,10.65,11.43,9.35,9.94,10.81,9.91,8.68,7.99,7.56,8.90,7.94
41004,17.69,11.47,10.35,10.25,9.25,12.38,8.42,8.78,10.83,9.21,11.75,9.58,8.59,8.76,9.03,8.02
41005,15.96,16.47,17.21,14.30,14.46,14.09,11.22,11.23,14.14,12.68,13.08,13.56,12.23,10.96,10.45,10.87
41006,10.20,10.96,10.81,11.16,6.57,9.74,7.86,7.00,5.82,5.60,4.38,6.09,3.64,4.70,9.10,9.12
41007,12.47,12.61,11.96,15.02,15.11,12.20,15.68,13.03,9.50,12.34,8.68,6.19,11.34,9.16,8.76,8.17
41008,14.02,11.19,9.40,12.99,12.08,12.14,10.68,10.60,11.68,9.03,12.20,11.06,8.88,11.39,7.67,4.17
41009,12.79,10.38,8.66,9.22,7.91,10.53,10.15,13.00,8.53,9.99,6.64,7.71,6.52,8.75,8.98,10.38
41010,10.60,8.99,9.42,10.79,7.72,8.58,7.03,8.23,8.39,9.69,7.13,6.84,5.08,6.76,7.73,6.87
41011,13.89,12.45,15.20,10.43,11.78,10.52,10.60,10.02,8.86,10.02,10.28,9.56,10.80,8.11,9.47,11.00
41012,15.13,11.66,14.26,15.02,15.59,9.38,9.36,11.50,9.47,7.03,8.64,9.30,8.30,7.51,10.03,11.80
41013,10.68,9.98,16.06,8.26,10.38,10.41,9.48,12.39,9.74,9.07,8.84,9.45,6.58,8.31,9.75,5.16
41014,14.49,12.11,11.60,8.37,11.57,9.14,16.23,10.12,10.54,8.54,8.85,8.05,8.67,7.07,10.24,7.01
41015,9.64,10.21,9.55,8.05,8.79,8.64,9.52,8.79,6.51,6.83,6.74,6.87,8.23,7.29,8.19,7.99
41016,12.93,11.58,12.07,13.29,13.86,13.06,9.65,8.77,12.76,7.81,8.91,6.90,8.33,7.85,7.46,10.85
41017,9.78,8.38,8.54,8.69,7.34,8.15,8.11,9.86,7.98,6.26,8.23,7.66,8.25,6.88,7.08,8.31
41018,13.33,10.19,11.85,12.58,16.00,11.59,7.31,10.28,13.15,12.56,9.48,14.05,9.11,7.52,8.28,8.79
41019,16.36,11.40,13.89,13.76,15.08,14.31,12.02,8.31,6.65,10.90,8.56,8.09,7.39,7.12,8.50,7.04
41020,14.35,8.39,10.17,11.57,8.81,8.97,9.93,6.65,7.72,8.49,6.88,9.53,9.07,7.53,8.65,6.70
41021,17.46,12.54,14.37,11.40,16.51,13.03,9.69,12.44,14.58,13.26,16.08,6.55,11.47,8.58,7.77,11.32
41022,9.69,10.76,10.25,13.78,11.10,8.98,11.58,10.12,7.86,7.96,9.09,8.27,5.13,12.25,3.90,8.48
42001,12.55,14.29,11.32,12.63,9.86,13.49,9.87,8.33,9.38,7.41,7.22,8.64,6.18,7.50,7.61,8.08
42002,10.27,13.74,10.64,12.35,11.85,8.79,11.00,7.60,8.07,6.54,5.47,6.65,8.28,7.38,4.43,5.87
42003,13.53,12.18,15.95,9.90,8.36,12.49,6.49,10.24,6.87,8.88,4.39,7.90,7.27,11.21,7.68,6.71
42004,8.14,7.18,8.70,9.42,10.13,9.20,8.48,11.05,8.50,9.38,9.97,5.12,9.02,9.24,6.93,5.69
42005,8.22,10.75,6.79,8.52,8.25,6.43,8.88,8.27,8.35,7.34,6.88,8.98,9.03,7.37,7.84,8.46
42006,8.40,9.87,7.72,8.58,6.43,5.98,6.19,7.86,9.38,7.70,8.85,8.34,8.89,7.55,8.84,8.41
42007,8.02,8.71,7.49,7.93,6.16,6.76,7.91,7.41,6.51,5.71,6.46,5.97,5.96,4.76,6.39,6.06
42008,13.51,11.88,19.25,11.30,18.98,17.85,8.52,10.10,12.07,10.41,5.59,8.60,10.21,8.76,5.32,8.57
42009,11.45,9.56,9.82,8.27,9.92,11.55,13.87,10.51,11.95,5.80,8.10,9.32,7.79,6.93,9.07,6.47
42010,10.25,11.45,12.09,10.28,6.81,10.27,6.20,10.99,8.13,6.58,7.17,9.75,8.17,7.09,5.87,4.69
42011,7.63,6.80,7.26,6.35,7.24,5.33,6.74,5.29,6.91,7.46,6.55,7.87,4.78,5.12,5.39,5.99
42012,11.41,11.68,12.04,11.16,11.62,9.59,8.28,11.55,9.21,6.53,7.70,10.16,6.21,8.10,7.51,7.44
42013,10.90,13.47,17.21,12.86,13.76,13.85,15.45,12.21,8.74,14.14,12.82,10.36,13.18,11.55,11.85,12.10
42014,10.92,12.86,10.16,9.02,6.91,5.79,9.09,10.02,6.91,8.64,7.55,10.12,5.42,7.94,5.89,8.14
42015,8.36,9.97,9.77,9.15,6.46,10.63,9.08,9.85,8.23,7.29,6.73,7.30,10.19,7.37,8.03,8.29
42016,9.89,9.62,10.45,10.02,9.52,8.41,8.90,8.63,5.20,8.19,5.39,10.38,7.63,5.49,5.65,7.40
43001,8.34,7.48,7.94,8.12,7.84,9.30,11.32,7.65,8.22,6.49,7.21,6.71,5.65,4.58,6.87,5.16
43002,12.55,11.30,14.38,9.22,7.33,14.40,7.55,8.13,8.89,9.64,7.59,8.32,7.11,8.27,5.59,7.52
43003,15.74,13.90,15.71,16.02,15.42,13.25,13.02,11.58,9.78,9.66,13.71,11.55,10.43,8.19,9.39,7.53
43004,7.74,6.27,8.26,7.04,7.70,7.73,11.11,9.79,5.59,7.01,7.98,6.21,9.34,6.54,6.32,3.89
43005,9.92,9.92,8.34,10.90,6.38,6.12,6.34,9.22,6.94,7.48,5.81,5.83,8.10,5.70,5.93,8.31
43006,9.62,9.97,6.38,10.15,8.53,7.41,6.57,5.39,7.81,5.09,6.68,8.89,6.92,6.76,7.43,7.06
43007,9.77,9.30,7.11,7.10,9.35,6.54,6.55,7.17,8.11,9.12,8.43,8.37,9.20,6.78,8.23,8.19
43008,8.76,8.09,8.79,7.62,7.37,9.47,7.80,7.14,7.86,7.79,6.42,7.32,5.48,7.10,7.11,7.14
43009,7.64,7.95,8.58,7.18,11.27,8.76,5.39,7.15,8.58,5.45,4.48,4.99,7.09,7.73,5.72,6.19
43010,8.39,8.69,7.93,8.19,7.57,7.28,7.62,7.33,7.98,6.23,6.81,5.92,5.87,5.31,6.41,6.39
43011,10.31,12.77,12.13,12.92,9.33,10.10,10.82,10.90,10.13,10.02,8.13,8.94,5.52,7.70,8.81,5.25
43012,12.57,13.85,16.42,13.25,14.12,12.12,9.10,13.36,8.15,10.38,6.47,6.87,5.15,8.74,8.01,7.62
43013,9.08,8.76,6.40,8.71,11.38,9.19,8.44,8.62,6.14,8.08,6.17,3.78,5.83,6.20,9.33,7.94
43014,9.55,9.81,12.11,7.17,8.63,9.87,9.10,8.89,10.95,6.47,8.11,10.88,7.06,5.64,10.45,10.66
43015,8.93,9.89,12.11,8.52,12.15,12.90,6.66,8.04,11.75,10.16,6.09,7.95,5.20,8.43,8.81,5.02
43016,6.02,8.40,11.89,11.87,12.35,8.84,9.63,12.06,9.57,7.84,4.90,8.10,8.98,6.31,8.85,6.06
43017,10.04,11.94,13.35,13.50,12.40,9.22,9.08,9.04,10.77,8.26,6.80,9.00,7.47,9.17,6.84,9.12
43018,8.89,11.99,9.14,15.08,11.76,11.61,7.69,5.40,8.22,8.99,6.07,10.35,7.17,10.15,7.54,10.44
43019,10.77,15.14,8.74,11.27,21.78,11.41,10.36,10.29,7.72,6.33,15.10,11.80,11.06,11.54,6.82,8.25
43020,9.67,14.00,12.32,11.34,15.04,10.20,9.10,10.66,8.81,5.13,4.95,7.47,6.47,11.16,8.75,4.67
43021,11.35,12.54,12.86,13.43,12.61,12.07,11.94,8.01,10.76,9.11,8.74,9.62,10.66,8.21,7.70,9.40
43022,14.58,16.64,12.39,14.58,16.93,9.40,10.44,12.11,10.89,11.63,6.25,10.05,12.02,11.56,8.71,11.65
43023,8.20,8.07,7.95,10.33,9.62,11.29,9.38,6.69,7.98,10.31,9.89,6.91,8.60,8.19,8.81,6.67
43024,7.85,6.12,7.76,9.27,14.98,11.94,8.93,12.26,11.27,8.74,11.49,7.50,6.64,8.55,8.82,9.36
43025,4.21,9.39,7.57,3.84,8.32,6.51,9.15,8.48,7.56,6.97,7.15,10.45,4.98,8.66,6.59,7.31
43026,7.02,7.91,6.10,6.59,7.45,7.39,10.04,6.72,11.35,7.52,3.74,12.93,10.10,7.11,7.32,3.94
43027,8.20,11.29,8.82,11.18,8.87,9.01,10.72,13.94,10.32,7.15,5.52,11.20,7.14,6.82,4.43,7.89
43028,11.42,10.15,9.17,10.85,12.05,9.54,9.40,8.58,9.15,7.30,6.99,8.63,4.70,7.31,6.31,5.61
43029,9.82,6.04,9.10,4.79,9.46,7.79,10.07,6.65,7.13,6.30,6.25,7.92,6.27,5.79,8.75,7.15
43030,9.02,7.43,4.24,10.95,6.37,5.92,5.13,6.91,9.52,11.60,3.71,9.29,6.71,5.28,6.46,7.87
50001,12.61,12.13,11.09,10.62,11.34,10.84,9.86,10.20,9.40,9.66,9.09,7.44,7.34,6.15,6.55,7.13
50002,26.13,24.45,19.82,22.07,19.78,18.17,20.68,15.81,14.67,16.34,14.42,14.52,15.42,13.59,15.20,16.20
50003,18.55,19.61,14.48,14.56,14.82,14.88,16.21,14.91,13.94,14.87,12.69,10.67,9.82,10.18,10.69,7.71
50004,16.99,17.61,12.81,11.23,14.79,12.19,8.85,12.74,10.97,11.21,7.54,8.48,8.66,7.92,8.90,9.45
51001,15.76,21.35,20.43,13.90,9.10,14.28,16.87,17.84,15.03,12.02,10.58,12.44,8.16,12.61,11.89,10.59
51002,14.25,15.04,12.64,12.61,11.98,11.25,9.26,9.98,10.22,10.02,9.74,9.13,9.76,9.34,9.04,10.20
51003,16.71,20.08,18.12,17.20,13.47,10.88,9.69,9.17,10.20,18.10,9.37,7.94,11.66,5.49,12.70,8.17
51004,24.45,13.74,15.92,9.33,16.08,11.24,15.47,8.37,14.37,7.72,9.95,14.03,10.57,11.15,5.10,10.19
51005,12.07,22.60,10.19,20.91,17.22,19.79,10.95,14.50,15.87,14.88,19.57,13.97,11.18,12.64,9.87,7.36
51006,13.16,10.61,17.96,11.28,9.21,16.74,12.40,14.37,10.93,10.51,8.55,10.89,15.92,10.60,11.36,11.60
51007,15.61,13.02,14.01,15.06,14.46,12.72,9.86,9.84,8.11,8.51,7.83,10.83,11.70,13.37,11.80,12.50
51008,10.28,15.75,13.69,13.77,10.45,15.32,12.84,15.87,11.23,9.45,11.38,10.43,9.26,6.69,10.72,10.19
51009,3.02,8.93,18.77,16.00,18.04,12.69,13.16,13.33,11.58,10.60,17.24,16.53,#VALUE!,16.53,4.93,4.26
51010,20.10,20.12,18.44,10.62,14.53,16.46,9.81,5.58,14.51,5.18,8.06,8.95,8.85,8.28,11.07,7.89
51011,17.51,17.32,14.93,16.37,15.75,13.74,14.46,10.32,12.22,10.03,7.99,11.03,10.97,10.93,10.24,8.44
