UF,2000,2010
11,16.1,12.93
12,17.6,10.97
13,17.21,9.57
14,10.98,7.5
15,16.36,12.77
16,18.12,13.46
17,13.59,9.77
21,10.71,10.72
22,15.03,12.26
23,15.6,9.36
24,13.15,9.46
25,17.76,10.44
26,16.74,10.63
27,17.09,11.47
28,18.84,10.64
29,16.36,13.19
31,14.31,9.3
32,12.45,8.47
33,13.62,9.33
35,11.69,8.14
41,12.88,8.79
42,9.56,7.26
43,9.54,7.46
50,15.76,10.39
51,15.24,9.83
52,10.64,9.15
53,9.96,9.22
