CIR,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
31028,0.89,0.88,0.92,0.92,0.93,0.89,0.92,0.93,0.95,0.92,0.93,0.92,0.9,0.9,0.91,0.9
31029,0.67,0.81,0.88,0.91,0.94,0.93,0.94,0.94,0.95,0.95,0.96,0.95,0.95,0.91,0.95,0.96
31030,0.64,0.83,0.91,0.93,0.91,0.89,0.9,0.93,0.94,0.94,0.96,0.97,0.97,0.98,0.98,0.98
31031,0.83,0.89,0.92,0.93,0.94,0.94,0.95,0.96,0.95,0.96,0.96,0.97,0.96,0.95,0.92,0.94
31032,0.91,0.92,0.94,0.95,0.97,0.95,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99
31033,0.88,0.89,0.91,0.93,0.93,0.94,0.96,0.97,0.97,0.96,0.97,0.95,0.98,0.97,0.96,0.97
31034,0.93,0.88,0.88,0.85,0.9,0.9,0.92,0.91,0.91,0.9,0.87,0.89,0.9,0.93,0.89,0.92
31035,0.92,0.95,0.96,0.95,0.93,0.94,0.93,0.95,0.96,0.96,0.96,0.95,0.95,0.92,0.96,0.95
31036,0.94,0.91,0.93,0.91,0.94,0.92,0.99,0.99,0.99,0.99,1.0,0.99,0.99,0.98,0.98,0.98
31037,0.74,0.8,0.84,0.86,0.87,0.88,0.89,0.91,0.9,0.9,0.91,0.91,0.91,0.92,0.92,0.92
31038,0.8,0.84,0.82,0.86,0.96,0.94,0.87,0.92,0.94,0.94,0.94,0.95,0.96,0.97,0.98,0.95
31039,0.87,0.83,0.9,0.94,0.96,0.91,0.95,0.96,0.97,0.96,0.98,0.96,0.95,0.94,0.94,0.99
31040,0.84,0.91,0.94,0.98,0.98,0.97,0.97,0.96,0.97,0.98,0.99,0.99,0.99,0.99,0.98,0.97
31041,0.88,0.88,0.88,0.92,0.92,0.94,0.97,0.97,0.98,0.98,0.97,0.97,0.98,0.98,0.98,0.98
31042,0.89,0.87,0.65,0.93,0.94,0.86,0.94,0.94,0.97,0.98,0.98,0.99,0.99,0.98,0.99,0.99
31043,0.7,0.74,0.83,0.85,0.89,0.88,0.91,0.93,0.95,0.96,0.97,0.96,0.98,0.97,0.98,0.99
31044,0.89,0.92,0.04,0.96,0.97,0.97,0.96,0.95,0.95,0.94,0.94,0.95,0.95,0.94,0.93,0.9
31045,0.92,0.92,0.94,0.95,0.97,0.97,0.98,0.99,0.98,0.99,0.98,0.98,0.97,0.98,0.99,0.99
31046,0.96,0.94,0.92,0.91,0.92,0.93,0.88,0.93,0.95,0.96,0.95,0.97,0.96,0.98,0.96,0.98
31047,0.82,0.82,0.81,0.88,0.88,0.92,0.93,0.95,0.96,0.95,0.96,0.95,0.92,0.94,0.95,0.95
31048,0.65,0.7,0.76,0.79,0.81,0.7,0.82,0.88,0.87,0.87,0.87,0.9,0.91,0.92,0.94,0.92
31049,0.89,0.92,0.92,0.91,0.91,0.91,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.95,0.96,0.96
31050,0.86,0.87,0.91,0.95,0.87,0.93,0.95,0.93,0.94,0.94,0.94,0.93,0.93,0.28,0.94,0.95
31051,0.86,0.87,0.89,0.94,0.93,0.95,0.95,0.96,0.97,0.96,0.96,0.96,0.97,0.97,0.96,0.95
31052,0.79,0.93,0.94,0.93,0.93,0.87,0.91,0.9,0.93,0.92,0.91,0.88,0.91,0.88,0.92,0.9
31053,0.93,0.53,0.86,0.89,0.91,0.91,0.94,0.98,0.98,0.95,0.96,0.98,0.98,0.98,0.98,0.98
31054,0.85,0.87,0.89,0.9,0.9,0.89,0.88,0.94,0.97,0.97,0.91,0.89,0.88,0.87,0.99,0.99
31055,0.99,0.57,0.63,0.67,0.76,0.78,0.79,0.78,0.82,0.87,0.85,0.9,0.9,0.88,0.91,0.94
31056,0.83,0.88,0.92,0.92,0.95,0.95,0.96,0.95,0.96,0.97,0.98,0.97,0.99,0.98,0.98,0.98
31057,0.91,0.83,0.88,0.93,0.91,0.95,0.96,0.96,0.96,0.95,0.94,0.96,0.95,0.96,0.95,0.96
31058,0.87,0.85,0.92,0.96,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.9,0.93,0.95,0.97
31059,0.86,0.86,0.91,0.93,0.95,0.92,0.96,0.97,0.98,0.97,0.98,0.98,0.98,0.98,0.99,0.99
31060,0.8,0.78,0.84,0.89,0.9,0.82,0.87,0.89,0.92,0.87,0.92,0.94,0.94,0.94,0.97,0.96
31061,0.9,0.95,0.97,0.98,0.98,0.97,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.98
31062,0.97,0.99,1.0,0.85,0.81,0.8,0.88,0.92,0.93,0.91,0.9,0.93,0.92,0.94,0.95,0.95
31063,0.89,0.89,0.88,0.94,0.94,0.94,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.98,0.99,0.98
31064,0.95,0.87,0.82,0.89,0.85,0.88,0.91,0.92,0.96,0.95,0.96,0.96,0.97,0.97,0.96,0.97
31065,0.78,0.82,0.85,0.89,0.9,0.9,0.91,0.92,0.93,0.92,0.92,0.95,0.94,0.91,0.93,0.91
31066,0.81,0.85,0.92,0.91,0.95,0.96,0.95,0.91,0.92,0.92,0.94,0.91,0.93,0.93,0.9,0.93
31067,0.9,0.88,0.9,0.92,0.92,0.95,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.96,0.96,0.98
31068,0.83,0.78,0.84,0.87,0.88,0.89,0.89,0.9,0.91,0.9,0.93,0.94,0.95,0.94,0.96,0.96
31069,0.9,0.87,0.86,0.88,0.89,0.91,0.93,0.91,0.93,0.96,0.96,0.95,0.96,0.96,0.95,0.92
31070,0.84,0.83,0.92,0.92,0.94,0.85,0.95,0.96,0.97,0.96,0.97,0.95,0.93,0.92,0.94,0.93
31071,0.9,0.89,0.95,0.96,0.97,0.96,0.96,0.97,0.96,0.36,0.96,0.95,0.89,0.96,0.91,0.96
31072,0.85,0.86,0.9,0.91,0.9,0.89,0.92,0.87,0.89,0.91,0.91,0.92,0.91,0.91,0.93,0.93
31073,0.95,0.93,0.94,0.88,0.87,0.86,0.92,0.89,0.9,0.89,0.91,0.88,0.9,0.89,0.93,0.99
31074,0.89,0.9,0.94,0.93,0.94,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.97,0.96,0.97,0.97
31075,0.79,0.9,0.9,0.86,0.91,0.94,0.94,0.95,0.9,0.9,0.91,0.93,0.92,0.86,0.9,0.9
31076,0.92,0.92,0.91,0.93,0.95,0.95,0.96,0.95,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.97
31077,0.76,0.81,0.83,0.85,0.86,0.82,0.83,0.86,0.86,0.9,0.92,0.95,0.93,0.94,0.93,0.92
32001,0.82,0.86,0.88,0.91,0.92,0.92,0.93,0.95,0.94,0.94,0.94,0.94,0.93,0.94,0.94,0.94
32002,0.84,0.85,0.88,0.87,0.89,0.88,0.9,0.9,0.9,0.91,0.92,0.91,0.89,0.88,0.88,0.84
32003,0.75,0.81,0.87,0.87,0.86,0.82,0.88,0.88,0.88,0.89,0.9,0.89,0.91,0.88,0.86,0.88
32004,0.84,0.87,0.89,0.9,0.92,0.92,0.93,0.93,0.94,0.94,0.94,0.95,0.95,0.95,0.94,0.94
33001,0.87,0.93,0.91,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.96,0.96,0.97,0.98,0.97,0.96
33002,0.85,0.85,0.9,0.92,0.92,0.93,0.94,0.95,0.97,0.98,0.98,0.96,0.97,0.98,0.98,0.97
33003,0.62,0.73,0.81,0.87,0.89,0.89,0.92,0.94,0.93,0.94,0.94,0.94,0.95,0.91,0.94,0.95
33004,0.86,0.87,0.9,0.92,0.93,0.93,0.93,0.92,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.97
33005,0.68,0.77,0.81,0.85,0.87,0.89,0.9,0.92,0.91,0.9,0.94,0.87,0.63,0.48,0.46,0.73
33006,0.77,0.79,0.77,0.84,0.87,0.88,0.89,0.91,0.91,0.91,0.9,0.92,0.91,0.92,0.92,0.93
33007,0.76,0.78,0.8,0.87,0.88,0.91,0.92,0.92,0.94,0.93,0.96,0.96,0.96,0.97,0.98,0.95
33008,0.75,0.79,0.84,0.89,0.9,0.93,0.93,0.93,0.95,0.95,0.95,0.94,0.95,0.94,0.93,0.92
33009,0.81,0.87,0.89,0.91,0.91,0.91,0.91,0.87,0.87,0.88,0.89,0.87,0.91,0.91,0.91,0.9
35011,0.75,0.85,0.83,0.9,0.91,0.93,0.96,0.95,0.95,0.96,0.95,0.9,0.88,0.87,0.87,0.86
35012,0.74,0.76,0.76,0.78,0.81,0.87,0.9,0.91,0.91,0.91,0.92,0.92,0.93,0.93,0.96,0.95
35013,0.58,0.61,0.71,0.78,0.89,0.88,0.9,0.89,0.9,0.88,0.88,0.89,0.89,0.89,0.86,0.9
35014,0.65,0.83,0.91,0.93,0.93,0.86,0.86,0.88,0.9,0.87,0.88,0.88,0.89,0.85,0.82,0.85
35015,0.66,0.73,0.8,0.83,0.84,0.87,0.88,0.88,0.88,0.87,0.83,0.81,0.84,0.83,0.83,0.79
35016,0.73,0.73,0.75,0.77,0.79,0.81,0.87,0.89,0.9,0.92,0.94,0.94,0.95,0.92,0.95,0.96
35021,0.87,0.82,0.88,0.9,0.93,0.93,0.95,0.92,0.96,0.92,0.95,0.77,0.86,0.83,0.84,0.78
35022,0.93,0.94,0.94,0.96,0.98,0.97,0.97,0.96,0.97,0.97,0.95,0.95,0.91,0.9,0.91,0.86
35023,0.88,0.92,0.95,0.97,0.98,0.97,0.97,0.97,0.95,0.95,0.96,0.96,0.94,0.94,0.91,0.95
35031,0.93,0.93,0.95,0.97,0.95,0.95,0.94,0.97,0.98,0.98,0.97,0.99,0.98,0.97,0.95,0.97
35032,0.83,0.83,0.9,0.87,0.96,0.98,0.97,0.89,0.97,0.94,0.97,0.96,0.95,0.97,0.98,0.98
35033,0.86,1.0,0.96,0.95,0.99,0.98,0.97,0.97,0.99,0.99,0.98,0.98,0.94,0.97,0.97,0.95
35034,0.77,0.71,0.8,0.88,0.93,0.95,0.92,0.93,0.93,0.93,0.95,0.96,0.97,0.96,0.97,0.96
35041,0.76,0.86,0.88,0.92,0.91,0.91,0.92,0.92,0.89,0.94,0.93,0.93,0.93,0.93,0.94,0.95
35051,0.61,0.77,0.87,0.93,0.95,0.98,0.93,0.94,0.97,0.98,0.97,0.96,0.96,0.95,0.96,0.98
35052,0.89,0.95,0.96,0.99,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0,0.99,0.99
35061,0.87,0.94,0.97,0.96,0.97,0.98,0.97,0.98,0.98,0.99,0.99,0.98,0.97,0.97,0.97,0.97
35062,0.74,0.88,0.9,0.94,0.95,0.96,0.96,0.95,0.97,0.99,0.96,0.95,0.96,0.89,0.91,0.88
35063,0.63,0.81,0.89,0.8,0.49,0.49,0.55,0.78,0.8,0.79,0.8,0.82,0.87,0.91,0.91,0.82
35064,0.91,0.88,0.92,0.91,0.93,0.94,0.96,0.96,0.96,0.91,0.93,0.94,0.95,0.88,0.87,0.86
35065,0.71,0.91,0.91,0.94,0.9,0.93,0.93,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.96,0.96
35071,1.0,0.91,0.97,0.95,0.96,0.96,0.98,0.99,0.99,0.98,0.98,0.99,0.98,0.98,0.98,0.96
35072,0.88,0.9,0.16,0.08,0.05,0.18,0.84,0.88,0.89,0.89,0.89,0.91,0.89,0.9,0.91,0.88
35073,0.0,0.0,0.77,0.84,0.88,0.95,0.93,0.93,0.93,0.94,0.91,0.9,0.87,0.85,0.83,0.86
35074,0.71,0.82,0.79,0.82,0.83,0.82,0.85,0.87,0.89,0.89,0.86,0.87,0.91,0.86,0.9,0.81
35081,0.77,0.88,0.91,0.95,0.95,0.94,0.96,0.95,0.97,0.96,0.95,0.96,0.96,0.92,0.9,0.93
35082,0.65,0.86,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.98,0.99,1.0,0.98,0.97,0.92,0.93
35083,0.88,0.9,0.93,0.97,0.95,0.94,0.96,0.93,0.96,0.97,0.97,0.96,0.97,0.96,0.97,0.97
35091,0.89,0.94,0.96,0.98,0.97,0.98,0.98,0.99,0.99,0.99,0.96,0.99,0.99,0.99,0.99,0.99
35092,0.9,0.94,0.97,0.95,0.98,0.98,0.98,0.98,0.99,1.0,0.99,0.98,0.98,0.97,0.98,0.99
35093,0.84,0.88,0.89,0.92,0.94,0.95,0.95,0.95,0.95,0.95,0.96,0.96,0.93,0.95,0.96,0.98
35094,0.7,0.93,0.96,0.97,0.98,0.98,0.99,0.9,0.98,0.97,0.96,0.96,0.98,0.98,0.98,0.97
35095,0.86,0.89,0.98,0.98,0.98,0.98,0.93,0.94,0.96,0.95,0.97,0.97,0.97,0.98,0.97,0.97
35101,0.57,0.68,0.8,0.87,0.92,0.96,0.94,0.96,0.96,0.96,0.96,0.94,0.94,0.94,0.92,0.91
35102,0.6,0.66,0.63,0.65,0.73,0.78,0.79,0.85,0.86,0.9,0.94,0.94,0.93,0.88,0.86,0.62
35103,0.78,0.78,0.89,0.96,0.96,0.96,0.94,0.96,0.96,0.95,0.96,0.94,0.94,0.93,0.92,0.9
35104,0.84,0.83,0.95,0.93,0.97,0.96,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.98,0.92,0.93
35111,0.9,0.91,0.95,0.97,0.98,0.99,0.98,0.99,0.96,0.99,0.97,0.96,0.99,0.98,0.99,0.99
35112,0.92,0.95,0.98,0.98,0.97,0.98,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.99
35113,0.94,0.93,0.94,0.96,0.96,0.98,0.99,0.99,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.97
35114,0.94,0.97,0.97,0.98,0.98,0.94,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.97,0.99,0.98
35115,0.88,0.83,0.92,0.93,0.95,0.94,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.96,0.96,0.97
35121,0.85,0.89,0.89,0.91,0.92,0.95,0.95,0.96,0.97,0.96,0.97,0.97,0.98,0.94,0.97,0.97
35131,0.69,0.8,0.88,0.94,0.93,0.96,0.94,0.91,0.93,0.96,0.92,0.91,0.91,0.9,0.95,0.9
35132,0.84,0.85,0.85,0.87,0.9,0.89,0.91,0.91,0.92,0.92,0.92,0.89,0.88,0.89,0.85,0.91
35133,0.77,0.81,0.9,0.89,0.9,0.87,0.91,0.9,0.88,0.89,0.91,0.91,0.88,0.9,0.9,0.87
35141,0.77,0.82,0.85,0.88,0.9,0.87,0.88,0.9,0.92,0.92,0.92,0.9,0.94,0.93,0.93,0.92
35142,0.84,0.87,0.91,0.95,0.96,0.95,0.96,0.95,0.95,0.96,0.97,0.97,0.96,0.95,0.94,0.92
35143,0.83,0.8,0.89,0.85,0.86,0.85,0.89,0.88,0.84,0.81,0.86,0.9,0.92,0.91,0.92,0.96
35151,0.94,0.95,0.96,0.96,0.96,0.96,0.96,0.94,0.94,0.95,0.96,0.94,0.95,0.94,0.93,0.92
35152,0.91,0.93,0.95,0.98,0.96,0.98,0.96,0.9,0.93,0.94,0.93,0.86,0.91,0.88,0.89,0.88
35153,0.94,0.94,0.96,0.99,0.99,0.98,0.98,0.99,0.99,0.98,0.98,0.97,0.98,0.99,0.99,0.99
35154,1.0,0.84,0.85,0.93,0.94,0.95,0.94,0.9,0.92,0.94,0.96,0.97,0.95,0.87,0.91,0.94
35155,0.8,0.72,0.75,0.85,0.86,0.85,0.86,0.82,0.82,0.8,0.74,0.7,0.65,0.61,0.62,0.87
35156,0.77,0.55,0.8,0.93,0.89,0.94,0.98,0.98,0.98,0.89,0.98,0.96,0.96,0.92,0.91,0.79
35157,0.81,0.82,0.88,0.93,0.81,0.97,0.98,0.97,0.87,0.93,0.96,0.95,0.94,0.92,0.94,0.21
35161,0.84,0.84,0.88,0.93,0.96,0.92,0.83,0.86,0.85,0.82,0.73,0.83,0.88,0.83,0.85,0.9
35162,0.72,0.83,0.9,0.93,0.95,0.96,0.96,0.97,0.98,0.97,0.98,0.97,0.98,0.96,0.96,0.95
35163,0.71,0.74,0.8,0.84,0.86,0.86,0.84,0.87,0.88,0.91,0.9,0.9,0.9,0.9,0.9,0.89
35171,0.55,0.65,0.7,0.76,0.77,0.78,0.86,0.86,0.87,0.88,0.89,0.91,0.91,0.88,0.86,0.91
35172,0.85,0.84,0.92,0.93,0.95,0.95,0.94,0.96,0.95,0.93,0.95,0.95,0.95,0.94,0.93,0.92
35173,0.82,0.86,0.88,0.92,0.94,0.94,0.94,0.95,0.96,0.96,0.94,0.94,0.93,0.9,0.89,0.9
35174,0.69,0.84,0.9,0.9,0.88,0.91,0.93,0.94,0.94,0.93,0.93,0.94,0.93,0.91,0.92,0.91
41001,0.78,0.89,0.87,0.92,0.89,0.9,0.8,0.82,0.85,0.87,0.89,0.87,0.89,0.85,0.88,0.86
41002,0.73,0.78,0.83,0.84,0.86,0.86,0.87,0.89,0.89,0.89,0.9,0.9,0.91,0.9,0.91,0.92
41003,0.75,0.75,0.82,0.85,0.86,0.81,0.87,0.85,0.87,0.85,0.8,0.86,0.83,0.84,0.87,0.82
41004,0.77,0.82,0.88,0.9,0.94,0.93,0.93,0.94,0.91,0.92,0.91,0.88,0.92,0.93,0.93,0.93
41005,0.8,0.84,0.85,0.89,0.89,0.91,0.9,0.92,0.92,0.94,0.95,0.95,0.95,0.94,0.95,0.95
41006,0.82,0.84,0.88,0.92,0.91,0.89,0.86,0.93,0.94,0.95,0.96,0.95,0.94,0.92,0.92,0.94
41007,0.83,0.88,0.9,0.9,0.87,0.88,0.88,0.89,0.88,0.89,0.91,0.91,0.9,0.92,0.94,0.96
41008,0.93,0.94,0.93,0.95,0.95,0.95,0.96,0.96,0.96,0.97,0.97,0.96,0.97,0.96,0.97,0.97
41009,0.85,0.88,0.92,0.9,0.93,0.92,0.94,0.92,0.92,0.91,0.91,0.92,0.9,0.88,0.86,0.88
41010,0.87,0.88,0.88,0.88,0.92,0.91,0.93,0.94,0.96,0.97,0.96,0.96,0.96,0.95,0.97,0.98
41011,0.89,0.92,0.96,0.96,0.96,0.94,0.96,0.96,0.94,0.96,0.96,0.96,0.95,0.97,0.96,0.97
41012,0.87,0.79,0.87,0.92,0.91,0.9,0.93,0.9,0.93,0.94,0.93,0.92,0.92,0.92,0.93,0.92
41013,0.9,0.93,0.94,0.95,0.96,0.97,0.96,0.96,0.97,0.96,0.97,0.97,0.97,0.98,0.96,0.97
41014,0.92,0.94,0.96,0.96,0.97,0.97,0.95,0.96,0.98,0.96,0.93,0.95,0.97,0.97,0.95,0.92
41015,0.81,0.82,0.88,0.88,0.9,0.9,0.92,0.94,0.93,0.92,0.92,0.94,0.95,0.96,0.95,0.95
41016,0.8,0.89,0.91,0.9,0.86,0.89,0.9,0.87,0.86,0.87,0.86,0.86,0.86,0.84,0.83,0.8
41017,0.86,0.83,0.9,0.92,0.92,0.93,0.92,0.93,0.94,0.94,0.95,0.94,0.95,0.94,0.95,0.92
41018,0.84,0.9,0.9,0.94,0.94,0.93,0.93,0.95,0.96,0.94,0.93,0.92,0.93,0.91,0.86,0.86
41019,0.88,0.9,0.92,0.95,0.96,0.97,0.98,0.99,0.98,0.98,0.98,0.96,0.95,0.95,0.97,0.98
41020,0.91,0.88,0.9,0.93,0.96,0.97,0.96,0.94,0.95,0.96,0.98,0.95,0.95,0.86,0.84,0.98
41021,0.71,0.7,0.73,0.67,0.93,0.92,0.91,0.9,0.92,0.91,0.9,0.9,0.92,0.91,0.91,0.9
41022,0.89,0.92,0.94,0.95,0.97,0.98,0.97,0.96,0.98,0.96,0.97,0.97,0.97,0.95,0.94,0.99
42001,0.83,0.84,0.89,0.94,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.98,0.97,0.99,0.99,0.99
42002,0.86,0.87,0.86,0.92,0.95,0.97,0.98,0.97,0.98,0.97,0.98,0.98,0.97,0.96,0.95,0.96
42003,0.77,0.82,0.87,0.91,0.93,0.94,0.94,0.94,0.93,0.92,0.94,0.92,0.94,0.94,0.95,0.95
42004,0.5,0.68,0.83,0.88,0.91,0.93,0.93,0.93,0.94,0.95,0.94,0.94,0.93,0.93,0.93,0.93
42005,0.71,0.74,0.84,0.89,0.91,0.92,0.91,0.92,0.93,0.91,0.9,0.92,0.87,0.86,0.86,0.83
42006,0.79,0.75,0.84,0.82,0.91,0.9,0.94,0.93,0.93,0.93,0.94,0.94,0.93,0.92,0.92,0.9
42007,0.64,0.72,0.81,0.85,0.86,0.86,0.85,0.85,0.85,0.85,0.88,0.87,0.85,0.86,0.85,0.82
42008,0.75,0.79,0.86,0.89,0.91,0.93,0.94,0.94,0.94,0.95,0.96,0.98,0.96,0.95,0.96,0.95
42009,0.66,0.71,0.69,0.76,0.86,0.86,0.84,0.86,0.89,0.9,0.91,0.93,0.89,0.9,0.87,0.86
42010,0.93,0.88,0.93,0.96,0.98,0.98,0.97,0.97,0.98,0.95,0.97,0.96,0.94,0.95,0.93,0.97
42011,0.53,0.71,0.87,0.9,0.9,0.91,0.92,0.92,0.92,0.89,0.87,0.86,0.85,0.82,0.81,0.77
42012,0.69,0.76,0.84,0.89,0.89,0.9,0.9,0.9,0.89,0.88,0.9,0.89,0.89,0.86,0.87,0.87
42013,0.74,0.78,0.83,0.89,0.92,0.93,0.94,0.95,0.93,0.92,0.91,0.74,0.87,0.89,0.89,0.91
42014,0.82,0.84,0.86,0.91,0.92,0.93,0.93,0.94,0.93,0.92,0.92,0.93,0.95,0.95,0.97,0.97
42015,0.83,0.8,0.82,0.88,0.9,0.91,0.94,0.94,0.96,0.95,0.95,0.96,0.96,0.95,0.95,0.95
42016,0.83,0.83,0.9,0.91,0.93,0.93,0.93,0.95,0.94,0.94,0.95,0.94,0.94,0.94,0.94,0.95
43001,0.67,0.7,0.77,0.81,0.82,0.82,0.85,0.85,0.87,0.85,0.9,0.87,0.87,0.88,0.88,0.88
43002,0.75,0.73,0.72,0.8,0.83,0.86,0.9,0.92,0.92,0.91,0.9,0.9,0.91,0.91,0.9,0.94
43003,0.7,0.7,0.72,0.78,0.8,0.85,0.85,0.88,0.93,0.93,0.94,0.93,0.91,0.92,0.92,0.9
43004,0.61,0.78,0.75,0.81,0.85,0.87,0.9,0.94,0.94,0.94,0.95,0.85,0.93,0.91,0.87,0.91
43005,0.64,0.71,0.73,0.7,0.8,0.84,0.86,0.9,0.91,0.92,0.91,0.9,0.92,0.9,0.87,0.93
43006,0.78,0.87,0.83,0.88,0.86,0.9,0.87,0.91,0.91,0.9,0.92,0.91,0.93,0.91,0.9,0.87
43007,0.71,0.76,0.71,0.81,0.87,0.85,0.85,0.82,0.87,0.91,0.92,0.9,0.89,0.9,0.89,0.87
43008,0.72,0.74,0.81,0.86,0.84,0.83,0.87,0.87,0.86,0.87,0.89,0.89,0.88,0.86,0.81,0.71
43009,0.74,0.7,0.7,0.75,0.81,0.86,0.88,0.89,0.91,0.9,0.89,0.92,0.93,0.94,0.93,0.89
43010,0.74,0.76,0.8,0.83,0.85,0.87,0.88,0.87,0.88,0.89,0.88,0.88,0.87,0.05,0.87,0.81
43011,0.76,0.76,0.75,0.85,0.89,0.9,0.91,0.92,0.93,0.94,0.96,0.95,0.95,0.95,0.94,0.93
43012,0.76,0.76,0.79,0.86,0.87,0.9,0.91,0.9,0.93,0.91,0.93,0.92,0.93,0.92,0.91,0.91
43013,0.69,0.76,0.8,0.84,0.89,0.9,0.92,0.93,0.92,0.92,0.91,0.92,0.91,0.93,0.93,0.88
43014,0.82,0.86,0.85,0.92,0.94,0.96,0.97,0.97,0.97,0.97,0.96,0.97,0.97,0.95,0.96,0.97
43015,0.86,0.87,0.9,0.93,0.96,0.96,0.96,0.97,0.98,0.98,0.97,0.97,0.98,0.97,0.97,0.98
43016,0.79,0.82,0.87,0.88,0.91,0.91,0.95,0.94,0.93,0.94,0.94,0.9,0.91,0.91,0.9,0.91
43017,0.7,0.76,0.78,0.83,0.87,0.91,0.93,0.93,0.93,0.92,0.93,0.49,0.9,0.91,0.88,0.9
43018,0.83,0.86,0.88,0.89,0.92,0.93,0.92,0.94,0.95,0.95,0.97,0.95,0.94,0.93,0.94,0.91
43019,0.76,0.77,0.81,0.85,0.85,0.86,0.89,0.92,0.92,0.91,0.91,0.91,0.92,0.9,0.9,0.93
43020,0.78,0.8,0.84,0.89,0.93,0.96,0.95,0.95,0.95,0.96,0.96,0.96,0.95,0.96,0.95,0.94
43021,0.72,0.73,0.75,0.81,0.83,0.84,0.86,0.85,0.89,0.91,0.91,0.9,0.91,0.9,0.7,0.91
43022,0.93,0.78,0.76,0.81,0.87,0.92,0.92,0.93,0.92,0.94,0.93,0.93,0.94,0.94,0.91,0.9
43023,0.7,0.74,0.83,0.89,0.88,0.93,0.93,0.93,0.91,0.9,0.88,0.89,0.87,0.85,0.87,0.91
43024,0.74,0.76,0.78,0.81,0.78,0.86,0.86,0.86,0.89,0.9,0.91,0.92,0.92,0.91,0.92,0.9
43025,0.77,0.83,0.89,0.88,0.91,0.89,0.96,0.95,0.96,0.96,0.96,0.95,0.95,0.93,0.94,0.9
43026,0.8,0.83,0.84,0.87,0.93,0.95,0.94,0.95,0.96,0.96,0.96,0.96,0.95,0.93,0.93,0.92
43027,0.84,0.83,0.84,0.86,0.87,0.89,0.91,0.91,0.91,0.9,0.91,0.93,0.92,0.9,0.88,0.84
43028,0.7,0.73,0.77,0.81,0.87,0.89,0.9,0.9,0.89,0.9,0.9,0.91,0.88,0.89,0.89,0.88
43029,0.73,0.84,0.84,0.92,0.94,0.95,0.93,0.94,0.93,0.94,0.94,0.94,0.94,0.91,0.94,0.92
43030,0.8,0.75,0.81,0.77,0.78,0.86,0.88,0.88,0.91,0.85,0.9,0.88,0.85,0.84,0.77,0.72
50001,0.76,0.81,0.84,0.87,0.9,0.91,0.92,0.9,0.92,0.91,0.91,0.91,0.9,0.91,0.91,0.93
50002,0.7,0.7,0.82,0.85,0.92,0.93,0.92,0.92,0.94,0.94,0.94,0.95,0.93,0.92,0.92,0.91
50003,0.8,0.86,0.89,0.92,0.93,0.95,0.95,0.95,0.97,0.96,0.95,0.95,0.98,0.92,0.93,0.97
50004,0.88,0.91,0.92,0.93,0.96,0.97,0.97,0.98,0.98,0.97,0.97,0.96,0.96,0.96,0.96,0.99
51001,0.83,0.86,0.93,0.97,0.97,0.97,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.97
51002,0.86,0.85,0.86,0.89,0.92,0.92,0.92,0.93,0.94,0.94,0.94,0.95,0.95,0.94,0.94,0.94
51003,0.88,0.89,0.84,0.91,0.93,0.92,0.94,0.95,0.96,0.95,0.96,0.85,0.96,0.97,0.96,0.97
51004,0.9,0.88,0.93,0.95,0.97,0.96,0.98,0.98,0.97,0.99,0.99,0.99,0.99,0.97,0.98,0.98
51005,0.88,0.91,0.93,0.94,0.96,0.97,0.95,0.97,0.97,0.97,0.96,0.98,0.98,0.97,0.96,0.96
51006,0.88,0.91,0.93,0.96,0.95,0.96,0.97,0.98,0.97,0.98,0.98,0.97,0.98,0.96,0.98,0.96
51007,0.9,0.91,0.93,0.95,0.95,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.98,0.97
51008,0.91,0.9,0.91,0.91,0.93,0.94,0.95,0.96,0.97,0.95,0.96,0.95,0.96,0.94,0.97,0.99
51009,0.88,0.82,0.93,0.96,0.96,0.96,0.95,0.89,0.97,0.99,0.98,0.98,0.98,0.99,0.99,0.99
51010,0.88,0.89,0.91,0.94,0.96,0.97,0.96,0.98,0.98,0.98,0.99,0.99,0.98,0.99,0.97,0.98
