CIR,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
31019,0.48,0.52,0.57,0.68,0.69,0.69,0.74,0.78,0.81,0.81,0.85,0.88,0.88,0.89,0.89,0.9
31020,0.72,0.78,0.79,0.86,0.83,0.84,0.85,0.86,0.85,0.84,0.88,0.86,0.86,0.85,0.87,0.89
31021,0.69,0.8,0.9,0.86,0.88,0.9,0.89,0.92,0.89,0.94,0.94,0.93,0.93,0.93,0.94,0.95
31022,0.52,0.6,0.66,0.7,0.75,0.72,0.79,0.82,0.84,0.87,0.89,0.9,0.87,0.89,0.89,0.92
31023,0.77,0.76,0.84,0.81,0.85,0.87,0.9,0.88,0.89,0.88,0.89,0.9,0.93,0.9,0.91,0.88
31024,0.59,0.6,0.62,0.7,0.73,0.74,0.81,0.84,0.87,0.84,0.88,0.9,0.9,0.91,0.93,0.95
31025,0.52,0.56,0.7,0.76,0.81,0.78,0.8,0.82,0.83,0.78,0.83,0.84,0.83,0.86,0.87,0.85
31026,0.73,0.81,0.89,0.86,0.87,0.94,0.91,0.9,0.9,0.95,0.94,0.96,0.96,0.94,0.94,0.94
31027,0.53,0.57,0.67,0.75,0.8,0.83,0.84,0.87,0.88,0.87,0.9,0.92,0.92,0.89,0.91,0.91
31028,0.63,0.62,0.71,0.73,0.76,0.73,0.8,0.8,0.86,0.85,0.86,0.85,0.82,0.84,0.86,0.86
31029,0.58,0.66,0.74,0.86,0.86,0.89,0.89,0.89,0.9,0.88,0.89,0.88,0.89,0.86,0.9,0.91
31030,0.43,0.45,0.52,0.62,0.56,0.6,0.65,0.72,0.76,0.77,0.85,0.86,0.88,0.87,0.91,0.91
31031,0.67,0.74,0.79,0.81,0.84,0.85,0.87,0.87,0.87,0.88,0.9,0.91,0.91,0.9,0.88,0.89
31032,0.81,0.82,0.89,0.91,0.92,0.87,0.89,0.89,0.91,0.92,0.93,0.95,0.95,0.94,0.95,0.97
31033,0.68,0.66,0.73,0.77,0.81,0.79,0.82,0.85,0.86,0.86,0.89,0.89,0.91,0.91,0.91,0.93
31034,0.78,0.72,0.62,0.64,0.66,0.66,0.7,0.71,0.67,0.71,0.74,0.76,0.78,0.81,0.77,0.81
31035,0.68,0.7,0.77,0.77,0.79,0.8,0.83,0.86,0.86,0.86,0.87,0.88,0.89,0.86,0.89,0.86
31036,0.66,0.66,0.73,0.77,0.76,0.73,0.75,0.75,0.78,0.77,0.86,0.88,0.9,0.88,0.88,0.88
31037,0.64,0.71,0.74,0.77,0.77,0.78,0.8,0.81,0.82,0.83,0.85,0.83,0.84,0.85,0.83,0.85
31038,0.71,0.75,0.82,0.77,0.92,0.87,0.79,0.85,0.87,0.88,0.9,0.88,0.89,0.91,0.94,0.92
31039,0.71,0.73,0.79,0.83,0.87,0.77,0.85,0.87,0.9,0.88,0.9,0.88,0.88,0.87,0.88,0.87
31040,0.4,0.54,0.68,0.77,0.79,0.78,0.8,0.79,0.82,0.83,0.79,0.87,0.75,0.88,0.8,0.88
31041,0.66,0.69,0.7,0.76,0.73,0.77,0.82,0.86,0.89,0.89,0.89,0.91,0.91,0.93,0.93,0.93
31042,0.68,0.7,0.55,0.79,0.77,0.67,0.83,0.87,0.88,0.91,0.94,0.94,0.95,0.94,0.95,0.94
31043,0.45,0.47,0.54,0.56,0.56,0.6,0.7,0.73,0.74,0.74,0.71,0.73,0.83,0.88,0.9,0.91
31044,0.66,0.73,0.03,0.81,0.82,0.83,0.82,0.81,0.83,0.83,0.84,0.85,0.87,0.86,0.87,0.87
31045,0.81,0.7,0.7,0.7,0.72,0.7,0.54,0.47,0.6,0.61,0.63,0.65,0.71,0.74,0.8,0.83
31046,0.81,0.76,0.79,0.77,0.75,0.73,0.75,0.76,0.8,0.82,0.84,0.89,0.88,0.91,0.85,0.88
31047,0.47,0.46,0.53,0.62,0.61,0.75,0.79,0.79,0.83,0.82,0.85,0.86,0.86,0.87,0.84,0.86
31048,0.22,0.38,0.47,0.51,0.56,0.52,0.55,0.59,0.63,0.59,0.66,0.73,0.76,0.76,0.77,0.85
31049,0.78,0.79,0.72,0.73,0.73,0.75,0.78,0.8,0.78,0.81,0.86,0.87,0.88,0.89,0.9,0.91
31050,0.75,0.72,0.79,0.88,0.81,0.91,0.92,0.9,0.91,0.92,0.9,0.9,0.9,0.27,0.91,0.92
31051,0.72,0.71,0.73,0.78,0.81,0.85,0.86,0.89,0.9,0.89,0.9,0.9,0.92,0.92,0.91,0.9
31052,0.64,0.75,0.83,0.84,0.83,0.8,0.86,0.86,0.89,0.88,0.87,0.85,0.88,0.84,0.87,0.87
31053,0.76,0.41,0.54,0.59,0.62,0.61,0.77,0.84,0.87,0.81,0.88,0.87,0.91,0.89,0.86,0.86
31054,0.59,0.63,0.63,0.67,0.72,0.74,0.77,0.83,0.87,0.85,0.83,0.82,0.81,0.8,0.95,0.96
31055,0.4,0.75,0.78,0.72,0.75,0.74,0.72,0.74,0.79,0.85,0.85,0.88,0.89,0.86,0.89,0.91
31056,0.55,0.59,0.61,0.64,0.64,0.69,0.75,0.78,0.83,0.85,0.88,0.88,0.9,0.91,0.91,0.91
31057,0.58,0.73,0.79,0.85,0.84,0.85,0.88,0.88,0.88,0.88,0.87,0.91,0.91,0.91,0.91,0.9
31058,0.6,0.61,0.72,0.84,0.75,0.8,0.87,0.87,0.9,0.87,0.89,0.88,0.84,0.87,0.91,0.92
31059,0.54,0.59,0.69,0.75,0.78,0.76,0.84,0.86,0.87,0.88,0.91,0.92,0.92,0.93,0.95,0.95
31060,0.47,0.51,0.49,0.57,0.61,0.56,0.6,0.67,0.72,0.66,0.71,0.77,0.79,0.78,0.83,0.81
31061,0.7,0.75,0.8,0.83,0.85,0.85,0.89,0.92,0.94,0.93,0.92,0.94,0.94,0.93,0.94,0.94
31062,0.68,0.85,0.93,0.77,0.75,0.74,0.8,0.85,0.85,0.86,0.84,0.86,0.81,0.86,0.91,0.94
31063,0.71,0.72,0.74,0.83,0.84,0.83,0.86,0.88,0.9,0.92,0.91,0.93,0.95,0.92,0.93,0.94
31064,0.68,0.68,0.7,0.85,0.85,0.82,0.84,0.85,0.87,0.85,0.81,0.83,0.89,0.91,0.88,0.89
31065,0.68,0.77,0.77,0.83,0.85,0.84,0.87,0.89,0.87,0.87,0.88,0.91,0.91,0.86,0.89,0.88
31066,0.71,0.73,0.84,0.79,0.85,0.87,0.87,0.9,0.91,0.89,0.91,0.9,0.92,0.9,0.88,0.89
31067,0.61,0.64,0.73,0.74,0.75,0.76,0.79,0.84,0.85,0.87,0.87,0.89,0.9,0.9,0.87,0.9
31068,0.55,0.54,0.57,0.66,0.63,0.66,0.66,0.69,0.73,0.72,0.74,0.79,0.81,0.81,0.83,0.82
31069,0.47,0.57,0.64,0.69,0.78,0.82,0.82,0.83,0.83,0.82,0.84,0.87,0.87,0.89,0.89,0.87
31070,0.64,0.63,0.76,0.78,0.82,0.76,0.78,0.84,0.9,0.88,0.9,0.92,0.88,0.88,0.89,0.87
31071,0.78,0.77,0.85,0.84,0.89,0.86,0.88,0.9,0.9,0.32,0.9,0.89,0.85,0.9,0.86,0.91
31072,0.73,0.78,0.81,0.81,0.84,0.83,0.81,0.79,0.79,0.83,0.85,0.86,0.85,0.85,0.86,0.87
31073,0.78,0.82,0.84,0.81,0.78,0.81,0.86,0.84,0.86,0.85,0.87,0.84,0.85,0.82,0.87,0.95
31074,0.66,0.67,0.75,0.76,0.79,0.77,0.8,0.83,0.85,0.87,0.87,0.89,0.89,0.88,0.9,0.89
31075,0.49,0.74,0.78,0.82,0.84,0.86,0.87,0.89,0.85,0.89,0.86,0.83,0.86,0.81,0.87,0.87
31076,0.7,0.74,0.76,0.82,0.82,0.84,0.83,0.86,0.86,0.87,0.92,0.91,0.92,0.91,0.9,0.91
31077,0.58,0.64,0.7,0.7,0.71,0.64,0.74,0.8,0.82,0.85,0.87,0.91,0.9,0.87,0.84,0.85
32001,0.62,0.67,0.71,0.76,0.78,0.79,0.81,0.84,0.85,0.85,0.85,0.86,0.86,0.87,0.88,0.88
32002,0.69,0.71,0.73,0.74,0.76,0.77,0.79,0.8,0.81,0.83,0.84,0.83,0.81,0.81,0.81,0.78
32003,0.57,0.63,0.71,0.71,0.71,0.69,0.76,0.77,0.78,0.8,0.81,0.81,0.83,0.81,0.8,0.82
32004,0.63,0.71,0.75,0.78,0.79,0.8,0.83,0.84,0.85,0.85,0.87,0.88,0.88,0.87,0.87,0.87
33001,0.53,0.69,0.71,0.79,0.83,0.87,0.85,0.9,0.89,0.89,0.91,0.91,0.92,0.93,0.91,0.85
33002,0.57,0.65,0.71,0.76,0.79,0.83,0.84,0.82,0.83,0.88,0.9,0.84,0.85,0.86,0.91,0.9
33003,0.63,0.73,0.74,0.82,0.83,0.8,0.83,0.86,0.86,0.85,0.88,0.86,0.88,0.87,0.87,0.89
33004,0.66,0.75,0.81,0.83,0.84,0.85,0.86,0.86,0.89,0.89,0.91,0.91,0.91,0.91,0.92,0.94
33005,0.55,0.67,0.7,0.71,0.75,0.75,0.75,0.77,0.78,0.78,0.81,0.71,0.48,0.38,0.36,0.56
33006,0.56,0.64,0.66,0.71,0.75,0.73,0.75,0.76,0.78,0.77,0.73,0.73,0.71,0.73,0.8,0.81
33007,0.65,0.73,0.78,0.82,0.81,0.86,0.88,0.87,0.89,0.87,0.91,0.9,0.9,0.88,0.89,0.87
33008,0.61,0.68,0.72,0.76,0.77,0.82,0.82,0.82,0.86,0.88,0.88,0.88,0.87,0.87,0.87,0.84
33009,0.69,0.74,0.75,0.8,0.8,0.8,0.81,0.78,0.77,0.79,0.8,0.78,0.82,0.83,0.85,0.81
35011,0.6,0.69,0.66,0.72,0.81,0.85,0.89,0.89,0.89,0.9,0.89,0.84,0.82,0.82,0.82,0.79
35012,0.6,0.69,0.67,0.71,0.7,0.69,0.74,0.78,0.85,0.86,0.85,0.87,0.87,0.87,0.9,0.88
35013,0.42,0.42,0.53,0.65,0.69,0.76,0.78,0.77,0.8,0.76,0.79,0.81,0.81,0.8,0.79,0.75
35014,0.59,0.75,0.81,0.83,0.85,0.77,0.76,0.78,0.83,0.8,0.79,0.81,0.81,0.77,0.72,0.77
35015,0.59,0.67,0.72,0.79,0.77,0.8,0.81,0.82,0.83,0.83,0.8,0.78,0.8,0.78,0.78,0.76
35016,0.69,0.7,0.71,0.7,0.71,0.73,0.8,0.83,0.84,0.87,0.89,0.89,0.91,0.88,0.91,0.92
35021,0.7,0.79,0.83,0.86,0.89,0.88,0.9,0.88,0.92,0.87,0.89,0.72,0.84,0.83,0.83,0.75
35022,0.69,0.81,0.83,0.85,0.92,0.89,0.89,0.88,0.88,0.9,0.87,0.88,0.86,0.85,0.86,0.81
35023,0.83,0.83,0.87,0.91,0.9,0.93,0.92,0.92,0.89,0.89,0.91,0.91,0.9,0.88,0.87,0.89
35031,0.76,0.81,0.85,0.93,0.88,0.9,0.87,0.9,0.92,0.92,0.92,0.95,0.94,0.93,0.89,0.92
35032,0.74,0.73,0.59,0.66,0.65,0.73,0.81,0.78,0.89,0.92,0.9,0.9,0.91,0.92,0.93,0.93
35033,0.77,0.95,0.92,0.92,0.94,0.9,0.93,0.9,0.95,0.94,0.94,0.72,0.77,0.85,0.93,0.84
35034,0.87,0.82,0.84,0.86,0.89,0.9,0.83,0.82,0.86,0.89,0.87,0.92,0.93,0.91,0.92,0.94
35041,0.47,0.6,0.64,0.63,0.72,0.76,0.77,0.78,0.77,0.82,0.85,0.86,0.86,0.84,0.84,0.85
35051,0.83,0.91,0.84,0.87,0.88,0.9,0.87,0.85,0.92,0.9,0.86,0.88,0.88,0.87,0.9,0.91
35052,0.66,0.86,0.93,0.95,0.95,0.96,0.98,0.97,0.97,0.96,0.97,0.97,0.97,0.97,0.97,0.98
35061,0.69,0.71,0.77,0.78,0.81,0.82,0.85,0.86,0.89,0.9,0.9,0.89,0.86,0.91,0.91,0.9
35062,0.7,0.84,0.75,0.85,0.83,0.9,0.87,0.86,0.89,0.91,0.88,0.89,0.88,0.84,0.86,0.84
35063,0.7,0.72,0.77,0.72,0.57,0.4,0.43,0.65,0.55,0.55,0.57,0.63,0.82,0.86,0.9,0.8
35064,0.73,0.89,0.83,0.85,0.85,0.8,0.85,0.87,0.87,0.88,0.89,0.88,0.89,0.84,0.83,0.83
35065,0.27,0.54,0.68,0.8,0.76,0.8,0.8,0.84,0.91,0.92,0.91,0.92,0.91,0.91,0.92,0.92
35071,0.0,0.15,0.68,0.86,0.9,0.91,0.94,0.96,0.96,0.95,0.95,0.98,0.94,0.95,0.95,0.94
35072,0.63,0.7,0.13,0.07,0.04,0.15,0.74,0.78,0.83,0.85,0.85,0.85,0.84,0.84,0.84,0.84
35073,0.0,0.0,0.72,0.8,0.84,0.88,0.91,0.88,0.85,0.8,0.81,0.83,0.81,0.82,0.81,0.85
35074,0.7,0.76,0.74,0.8,0.77,0.79,0.82,0.85,0.87,0.89,0.86,0.88,0.9,0.85,0.88,0.78
35081,0.75,0.82,0.84,0.87,0.87,0.9,0.89,0.89,0.9,0.89,0.85,0.87,0.87,0.87,0.82,0.86
35082,0.6,0.74,0.96,0.94,0.93,0.89,0.91,0.9,0.93,0.91,0.91,0.96,0.96,0.92,0.87,0.86
35083,0.71,0.73,0.75,0.82,0.78,0.79,0.79,0.84,0.87,0.91,0.9,0.89,0.9,0.9,0.89,0.9
35091,0.73,0.78,0.81,0.86,0.9,0.91,0.93,0.95,0.97,0.96,0.94,0.96,0.95,0.95,0.96,0.96
35092,0.64,0.66,0.77,0.83,0.86,0.84,0.82,0.87,0.91,0.9,0.92,0.94,0.95,0.92,0.95,0.96
35093,0.67,0.74,0.78,0.84,0.86,0.87,0.87,0.88,0.88,0.89,0.91,0.91,0.88,0.9,0.92,0.94
35094,0.57,0.81,0.83,0.85,0.87,0.9,0.92,0.86,0.91,0.91,0.91,0.93,0.96,0.94,0.95,0.94
35095,0.46,0.66,0.8,0.88,0.9,0.82,0.81,0.84,0.89,0.86,0.89,0.89,0.9,0.91,0.88,0.91
35101,0.5,0.67,0.69,0.78,0.81,0.87,0.88,0.9,0.91,0.92,0.9,0.87,0.88,0.9,0.88,0.85
35102,0.69,0.66,0.64,0.66,0.68,0.69,0.76,0.85,0.82,0.84,0.89,0.87,0.85,0.8,0.76,0.47
35103,0.83,0.77,0.87,0.91,0.93,0.93,0.92,0.91,0.91,0.88,0.91,0.89,0.88,0.88,0.89,0.83
35104,0.59,0.72,0.89,0.73,0.8,0.81,0.83,0.81,0.9,0.91,0.91,0.92,0.92,0.92,0.89,0.88
35111,0.72,0.8,0.86,0.89,0.94,0.94,0.91,0.92,0.92,0.93,0.95,0.94,0.96,0.95,0.96,0.98
35112,0.78,0.8,0.84,0.9,0.92,0.93,0.94,0.95,0.95,0.94,0.96,0.96,0.97,0.96,0.95,0.97
35113,0.64,0.74,0.85,0.88,0.92,0.91,0.9,0.94,0.95,0.94,0.95,0.93,0.93,0.94,0.96,0.93
35114,0.81,0.83,0.88,0.91,0.9,0.86,0.91,0.91,0.93,0.96,0.93,0.91,0.95,0.93,0.95,0.93
35115,0.53,0.55,0.7,0.78,0.87,0.82,0.87,0.86,0.86,0.91,0.91,0.9,0.94,0.93,0.92,0.94
35121,0.53,0.66,0.71,0.76,0.78,0.79,0.83,0.87,0.88,0.86,0.88,0.87,0.88,0.86,0.89,0.91
35131,0.7,0.74,0.84,0.89,0.87,0.89,0.86,0.87,0.87,0.93,0.85,0.87,0.86,0.87,0.9,0.86
35132,0.65,0.7,0.75,0.77,0.82,0.82,0.85,0.85,0.86,0.89,0.87,0.85,0.84,0.85,0.82,0.87
35133,0.77,0.78,0.85,0.85,0.88,0.84,0.86,0.87,0.86,0.84,0.87,0.85,0.82,0.83,0.81,0.74
35141,0.75,0.77,0.78,0.78,0.81,0.79,0.82,0.84,0.88,0.89,0.88,0.85,0.9,0.88,0.88,0.88
35142,0.78,0.83,0.87,0.87,0.89,0.85,0.88,0.87,0.92,0.92,0.93,0.94,0.95,0.93,0.9,0.89
35143,0.61,0.65,0.71,0.65,0.65,0.67,0.71,0.71,0.76,0.75,0.74,0.78,0.85,0.85,0.87,0.9
35151,0.85,0.87,0.89,0.91,0.87,0.89,0.9,0.88,0.88,0.9,0.9,0.91,0.91,0.89,0.88,0.88
35152,0.78,0.85,0.85,0.88,0.91,0.84,0.84,0.83,0.84,0.89,0.86,0.8,0.82,0.81,0.85,0.84
35153,0.94,0.91,0.95,0.93,0.95,0.94,0.94,0.96,0.94,0.94,0.92,0.91,0.95,0.97,0.96,0.96
35154,0.88,0.84,0.8,0.87,0.91,0.91,0.89,0.86,0.89,0.92,0.93,0.94,0.92,0.83,0.88,0.92
35155,0.7,0.67,0.69,0.81,0.81,0.8,0.81,0.77,0.77,0.74,0.68,0.64,0.59,0.56,0.56,0.8
35156,0.55,0.52,0.75,0.82,0.81,0.87,0.95,0.95,0.92,0.85,0.92,0.91,0.9,0.86,0.89,0.75
35157,0.5,0.7,0.77,0.82,0.74,0.89,0.94,0.93,0.82,0.9,0.85,0.9,0.88,0.88,0.9,0.21
35161,0.64,0.71,0.81,0.88,0.9,0.85,0.73,0.77,0.75,0.75,0.68,0.74,0.82,0.79,0.8,0.86
35162,0.53,0.67,0.73,0.81,0.84,0.85,0.87,0.89,0.91,0.9,0.93,0.92,0.94,0.92,0.92,0.92
35163,0.68,0.75,0.78,0.84,0.86,0.86,0.85,0.86,0.87,0.88,0.87,0.88,0.85,0.86,0.86,0.83
35171,0.51,0.66,0.71,0.74,0.76,0.79,0.83,0.83,0.83,0.84,0.83,0.86,0.85,0.8,0.78,0.82
35172,0.66,0.7,0.81,0.82,0.85,0.83,0.86,0.88,0.87,0.83,0.88,0.88,0.88,0.87,0.88,0.88
35173,0.64,0.71,0.76,0.82,0.82,0.85,0.87,0.9,0.91,0.9,0.89,0.9,0.89,0.86,0.86,0.86
35174,0.57,0.67,0.74,0.77,0.72,0.74,0.77,0.83,0.84,0.83,0.83,0.86,0.87,0.85,0.87,0.88
41001,0.37,0.66,0.64,0.72,0.74,0.67,0.64,0.67,0.72,0.76,0.8,0.76,0.77,0.76,0.8,0.77
41002,0.48,0.56,0.65,0.69,0.71,0.72,0.74,0.76,0.76,0.77,0.8,0.81,0.81,0.8,0.82,0.82
41003,0.63,0.59,0.68,0.73,0.78,0.69,0.79,0.74,0.78,0.77,0.74,0.78,0.77,0.79,0.82,0.75
41004,0.59,0.61,0.7,0.74,0.76,0.77,0.8,0.82,0.79,0.81,0.81,0.79,0.84,0.86,0.84,0.86
41005,0.53,0.58,0.62,0.67,0.71,0.72,0.71,0.75,0.78,0.8,0.82,0.82,0.83,0.83,0.83,0.84
41006,0.62,0.67,0.69,0.72,0.72,0.69,0.7,0.76,0.81,0.78,0.81,0.81,0.8,0.82,0.85,0.86
41007,0.52,0.65,0.64,0.7,0.7,0.74,0.74,0.79,0.79,0.8,0.81,0.83,0.83,0.86,0.87,0.91
41008,0.72,0.79,0.76,0.8,0.83,0.83,0.85,0.84,0.86,0.88,0.89,0.88,0.89,0.88,0.9,0.91
41009,0.65,0.73,0.77,0.78,0.78,0.76,0.8,0.8,0.81,0.79,0.8,0.81,0.8,0.78,0.78,0.8
41010,0.65,0.71,0.73,0.76,0.78,0.77,0.82,0.83,0.86,0.87,0.89,0.89,0.9,0.9,0.92,0.92
41011,0.7,0.78,0.85,0.87,0.87,0.86,0.87,0.86,0.85,0.89,0.91,0.92,0.91,0.92,0.93,0.9
41012,0.72,0.67,0.73,0.77,0.78,0.8,0.83,0.81,0.86,0.87,0.86,0.84,0.86,0.87,0.87,0.87
41013,0.72,0.75,0.81,0.84,0.85,0.87,0.92,0.93,0.94,0.94,0.95,0.93,0.94,0.92,0.91,0.91
41014,0.67,0.72,0.73,0.75,0.79,0.82,0.82,0.88,0.89,0.9,0.89,0.9,0.91,0.92,0.91,0.89
41015,0.69,0.71,0.74,0.73,0.77,0.79,0.83,0.86,0.86,0.86,0.86,0.9,0.89,0.88,0.9,0.9
41016,0.67,0.82,0.85,0.83,0.81,0.85,0.85,0.83,0.81,0.81,0.81,0.8,0.83,0.82,0.8,0.77
41017,0.69,0.68,0.73,0.78,0.81,0.82,0.82,0.85,0.86,0.86,0.86,0.82,0.78,0.79,0.83,0.85
41018,0.65,0.67,0.74,0.79,0.81,0.81,0.82,0.85,0.83,0.86,0.88,0.85,0.82,0.8,0.81,0.77
41019,0.63,0.68,0.74,0.78,0.79,0.79,0.84,0.89,0.88,0.89,0.89,0.9,0.87,0.85,0.86,0.84
41020,0.77,0.76,0.77,0.83,0.88,0.89,0.88,0.89,0.89,0.91,0.93,0.89,0.88,0.8,0.8,0.95
41021,0.41,0.48,0.51,0.53,0.76,0.7,0.72,0.74,0.76,0.74,0.73,0.79,0.79,0.79,0.81,0.76
41022,0.57,0.59,0.63,0.67,0.74,0.79,0.84,0.84,0.88,0.85,0.88,0.86,0.87,0.85,0.85,0.9
42001,0.62,0.68,0.75,0.81,0.85,0.86,0.88,0.89,0.88,0.89,0.89,0.89,0.9,0.91,0.9,0.92
42002,0.61,0.69,0.74,0.8,0.88,0.91,0.91,0.92,0.92,0.92,0.94,0.94,0.92,0.93,0.92,0.94
42003,0.6,0.63,0.68,0.72,0.75,0.84,0.85,0.86,0.85,0.82,0.85,0.86,0.88,0.91,0.9,0.88
42004,0.56,0.71,0.79,0.84,0.86,0.85,0.84,0.83,0.87,0.89,0.89,0.88,0.88,0.88,0.87,0.88
42005,0.45,0.64,0.72,0.78,0.82,0.82,0.82,0.85,0.84,0.85,0.84,0.86,0.83,0.81,0.81,0.77
42006,0.8,0.79,0.81,0.78,0.85,0.85,0.87,0.89,0.89,0.89,0.89,0.89,0.87,0.88,0.88,0.85
42007,0.58,0.66,0.74,0.77,0.79,0.78,0.78,0.78,0.78,0.78,0.81,0.79,0.78,0.8,0.79,0.78
42008,0.7,0.7,0.78,0.83,0.82,0.85,0.86,0.84,0.86,0.87,0.89,0.91,0.91,0.89,0.91,0.87
42009,0.56,0.68,0.65,0.66,0.73,0.75,0.74,0.77,0.79,0.81,0.82,0.83,0.8,0.82,0.79,0.8
42010,0.79,0.78,0.82,0.88,0.89,0.9,0.9,0.89,0.92,0.91,0.94,0.92,0.91,0.92,0.88,0.92
42011,0.37,0.46,0.73,0.81,0.83,0.85,0.88,0.87,0.88,0.86,0.84,0.83,0.81,0.78,0.77,0.74
42012,0.57,0.65,0.68,0.72,0.75,0.74,0.75,0.78,0.78,0.79,0.81,0.81,0.81,0.77,0.8,0.8
42013,0.66,0.68,0.71,0.79,0.83,0.84,0.88,0.9,0.89,0.88,0.86,0.69,0.81,0.8,0.82,0.84
42014,0.65,0.7,0.73,0.8,0.82,0.82,0.83,0.85,0.84,0.82,0.85,0.84,0.87,0.88,0.9,0.9
42015,0.67,0.72,0.76,0.79,0.81,0.85,0.88,0.87,0.89,0.87,0.89,0.92,0.92,0.9,0.9,0.91
42016,0.73,0.73,0.8,0.82,0.87,0.87,0.87,0.89,0.89,0.9,0.91,0.9,0.9,0.89,0.9,0.89
43001,0.57,0.66,0.69,0.74,0.76,0.75,0.78,0.8,0.81,0.8,0.81,0.82,0.84,0.83,0.82,0.85
43002,0.69,0.69,0.69,0.73,0.79,0.78,0.82,0.85,0.86,0.9,0.87,0.86,0.9,0.88,0.87,0.89
43003,0.58,0.62,0.64,0.67,0.67,0.69,0.72,0.73,0.75,0.78,0.78,0.8,0.78,0.81,0.79,0.78
43004,0.63,0.78,0.78,0.79,0.81,0.83,0.87,0.85,0.84,0.85,0.89,0.78,0.85,0.87,0.84,0.88
43005,0.53,0.6,0.61,0.6,0.68,0.75,0.78,0.81,0.83,0.83,0.83,0.85,0.86,0.83,0.78,0.87
43006,0.73,0.69,0.72,0.79,0.78,0.84,0.81,0.8,0.82,0.85,0.88,0.86,0.87,0.86,0.89,0.84
43007,0.48,0.6,0.62,0.7,0.75,0.75,0.74,0.72,0.81,0.84,0.87,0.81,0.81,0.83,0.82,0.79
43008,0.65,0.67,0.73,0.8,0.77,0.77,0.83,0.82,0.82,0.83,0.85,0.84,0.83,0.78,0.73,0.68
43009,0.66,0.63,0.61,0.65,0.67,0.73,0.78,0.79,0.81,0.81,0.78,0.82,0.81,0.84,0.81,0.77
43010,0.56,0.58,0.64,0.68,0.68,0.7,0.71,0.74,0.74,0.76,0.76,0.76,0.76,0.04,0.79,0.74
43011,0.66,0.65,0.66,0.76,0.8,0.81,0.83,0.84,0.86,0.88,0.89,0.89,0.88,0.89,0.87,0.85
43012,0.7,0.7,0.72,0.84,0.85,0.86,0.85,0.89,0.91,0.84,0.86,0.87,0.89,0.85,0.85,0.84
43013,0.6,0.67,0.7,0.78,0.85,0.85,0.86,0.87,0.87,0.88,0.86,0.88,0.87,0.89,0.89,0.85
43014,0.76,0.8,0.77,0.85,0.91,0.93,0.94,0.94,0.94,0.92,0.94,0.94,0.92,0.91,0.93,0.93
43015,0.66,0.7,0.75,0.83,0.88,0.87,0.91,0.93,0.95,0.94,0.94,0.94,0.92,0.93,0.93,0.94
43016,0.66,0.69,0.71,0.73,0.77,0.79,0.83,0.85,0.84,0.86,0.88,0.85,0.87,0.86,0.85,0.87
43017,0.64,0.69,0.71,0.76,0.82,0.85,0.87,0.88,0.87,0.87,0.88,0.46,0.83,0.84,0.82,0.83
43018,0.69,0.74,0.79,0.81,0.82,0.84,0.86,0.87,0.91,0.91,0.91,0.9,0.9,0.87,0.88,0.83
43019,0.61,0.66,0.69,0.74,0.76,0.8,0.82,0.83,0.82,0.82,0.81,0.84,0.84,0.83,0.81,0.84
43020,0.66,0.72,0.75,0.8,0.89,0.91,0.89,0.91,0.91,0.91,0.92,0.91,0.9,0.93,0.9,0.89
43021,0.6,0.59,0.55,0.65,0.67,0.71,0.74,0.75,0.8,0.81,0.82,0.81,0.82,0.81,0.63,0.84
43022,0.9,0.74,0.66,0.73,0.74,0.8,0.79,0.83,0.83,0.86,0.84,0.85,0.85,0.86,0.84,0.85
43023,0.67,0.69,0.72,0.8,0.71,0.83,0.85,0.88,0.85,0.84,0.84,0.86,0.84,0.8,0.82,0.87
43024,0.6,0.68,0.69,0.68,0.69,0.78,0.76,0.75,0.8,0.83,0.85,0.85,0.85,0.83,0.83,0.83
43025,0.65,0.75,0.78,0.82,0.86,0.87,0.89,0.87,0.9,0.91,0.93,0.92,0.92,0.9,0.9,0.81
43026,0.77,0.78,0.84,0.91,0.92,0.93,0.92,0.91,0.92,0.92,0.93,0.94,0.93,0.91,0.9,0.91
43027,0.65,0.67,0.69,0.71,0.78,0.79,0.83,0.82,0.83,0.82,0.83,0.86,0.85,0.83,0.81,0.79
43028,0.6,0.63,0.63,0.72,0.78,0.81,0.82,0.83,0.83,0.83,0.83,0.83,0.81,0.84,0.84,0.83
43029,0.66,0.76,0.77,0.87,0.88,0.89,0.87,0.89,0.91,0.9,0.91,0.89,0.91,0.89,0.91,0.92
43030,0.77,0.77,0.81,0.82,0.81,0.85,0.86,0.85,0.86,0.82,0.85,0.87,0.83,0.79,0.74,0.71
50001,0.65,0.69,0.71,0.73,0.77,0.79,0.8,0.79,0.81,0.8,0.81,0.82,0.81,0.82,0.83,0.85
50002,0.49,0.57,0.64,0.7,0.7,0.68,0.67,0.72,0.7,0.7,0.68,0.67,0.73,0.7,0.72,0.74
50003,0.61,0.66,0.71,0.75,0.78,0.8,0.82,0.85,0.87,0.88,0.86,0.86,0.96,0.85,0.85,0.87
50004,0.69,0.74,0.75,0.8,0.85,0.88,0.88,0.9,0.91,0.92,0.92,0.9,0.91,0.91,0.91,0.92
51001,0.71,0.71,0.81,0.84,0.85,0.86,0.89,0.92,0.93,0.92,0.93,0.93,0.93,0.91,0.91,0.92
