CIR,2007,2008,2009,2010,2012,2013,2014,2015
11001,0.020202020202020204,0.02,0.03,0.03,0.026785714285714284,0.019230769230769232,0.0196078431372549,0.020833333333333332
11002,0.050505050505050504,0.05,0.06,0.06,0.05357142857142857,0.04807692307692308,0.049019607843137254,0.052083333333333336
11003,0.030303030303030304,0.05,0.06,0.07,0.07142857142857142,0.07692307692307693,0.06862745098039216,0.07291666666666667
11004,0.030303030303030304,0.04,0.02,0.03,0.017857142857142856,0.009615384615384616,0.00980392156862745,0.010416666666666666
11006,0.020202020202020204,0.02,0.02,0.03,0.026785714285714284,0.028846153846153848,0.0196078431372549,0.020833333333333332
12001,0.10101010101010101,0.02,0.0,0.0,0.0,0.0,0.0,0.0
12002,0.030303030303030304,0.02,0.03,0.04,0.03571428571428571,0.028846153846153848,0.029411764705882353,0.03125
12003,0.0,0.01,0.0,0.0,0.0,0.009615384615384616,0.00980392156862745,0.010416666666666666
13001,0.06060606060606061,0.06,0.07,0.07,0.08928571428571429,0.07692307692307693,0.049019607843137254,0.041666666666666664
13002,0.030303030303030304,0.05,0.07,0.07,0.08035714285714286,0.07692307692307693,0.06862745098039216,0.07291666666666667
13003,0.010101010101010102,0.01,0.01,0.01,0.017857142857142856,0.038461538461538464,0.058823529411764705,0.0625
13005,0.0,0.0,0.02,0.02,0.017857142857142856,0.028846153846153848,0.029411764705882353,0.020833333333333332
13006,0.010101010101010102,0.01,0.01,0.02,0.017857142857142856,0.019230769230769232,0.0196078431372549,0.020833333333333332
13008,0.010101010101010102,0.01,0.02,0.02,0.017857142857142856,0.019230769230769232,0.0196078431372549,0.020833333333333332
13009,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.020833333333333332
14001,0.5656565656565656,0.57,0.49,0.33,0.2857142857142857,0.21153846153846154,0.12745098039215685,0.09375
15001,0.050505050505050504,0.13,0.13,0.14,0.11607142857142858,0.16346153846153846,0.13725490196078433,0.14583333333333334
15002,0.020202020202020204,0.02,0.02,0.04,0.05357142857142857,0.04807692307692308,0.049019607843137254,0.052083333333333336
15003,0.09090909090909091,0.12,0.15,0.15,0.11607142857142858,0.10576923076923077,0.09803921568627451,0.10416666666666667
15004,0.030303030303030304,0.03,0.02,0.02,0.017857142857142856,0.019230769230769232,0.0196078431372549,0.020833333333333332
15006,0.20202020202020202,0.23,0.25,0.23,0.20535714285714285,0.21153846153846154,0.20588235294117646,0.21875
15008,0.020202020202020204,0.03,0.06,0.08,0.08928571428571429,0.07692307692307693,0.0784313725490196,0.07291666666666667
15009,0.0,0.03,0.04,0.03,0.026785714285714284,0.028846153846153848,0.0392156862745098,0.041666666666666664
15010,0.020202020202020204,0.02,0.01,0.01,0.017857142857142856,0.028846153846153848,0.058823529411764705,0.08333333333333333
15011,0.0707070707070707,0.13,0.14,0.15,0.13392857142857142,0.14423076923076922,0.14705882352941177,0.15625
15012,0.04040404040404041,0.07,0.07,0.07,0.05357142857142857,0.04807692307692308,0.058823529411764705,0.0625
15014,0.0,0.0,0.0,0.0,0.008928571428571428,0.009615384615384616,0.00980392156862745,0.010416666666666666
16001,0.010101010101010102,0.01,0.01,0.01,0.008928571428571428,0.009615384615384616,0.00980392156862745,0.010416666666666666
17001,0.0,0.04,0.12,0.15,0.13392857142857142,0.11538461538461539,0.10784313725490197,0.13541666666666666
17002,0.0,0.09,0.23,0.24,0.21428571428571427,0.19230769230769232,0.23529411764705882,0.2604166666666667
17003,0.0,0.01,0.12,0.14,0.125,0.1346153846153846,0.11764705882352941,0.10416666666666667
17004,0.0,0.04,0.12,0.13,0.11607142857142858,0.11538461538461539,0.1568627450980392,0.22916666666666666
17005,0.030303030303030304,0.08,0.11,0.1,0.11607142857142858,0.10576923076923077,0.09803921568627451,0.10416666666666667
17006,0.020202020202020204,0.04,0.06,0.07,0.0625,0.07692307692307693,0.08823529411764706,0.10416666666666667
17007,0.0,0.02,0.07,0.08,0.08035714285714286,0.10576923076923077,0.10784313725490197,0.125
21002,0.010101010101010102,0.02,0.02,0.02,0.017857142857142856,0.009615384615384616,0.00980392156862745,0.010416666666666666
